Time (s),Temperature (K),Mass (mg),,,,
4287.7092,1026.129,1.104172236,,,,
4290.6912,1026.629,1.1036828,,,,
4293.681,1027.129,1.103210325,,,,
4296.6714,1027.629,1.102782271,,,,
4299.6636,1028.129,1.102168457,,,,
4302.6588,1028.629,1.10155222,,,,
4305.6552,1029.129,1.100858448,,,,
4308.6486,1029.629,1.100280979,,,,
4311.6468,1030.129,1.099642935,,,,
4314.648,1030.629,1.098822363,,,,
4317.6492,1031.129,1.098218241,,,,
4320.651,1031.629,1.097910526,,,,
4323.6546,1032.129,1.097397668,,,,
4326.6588,1032.629,1.096846851,,,,
4329.6624,1033.129,1.096023855,,,,
4332.666,1033.629,1.095204091,,,,
4335.6708,1034.129,1.094860839,,,,
4338.6792,1034.629,1.093287537,,,,
4341.6852,1035.129,1.087464381,,,,
4344.69,1035.629,1.084508382,,,,
4347.6972,1036.129,1.085687551,,,,
4350.7038,1036.629,1.088558747,,,,
4353.7092,1037.129,1.089918021,,,,
4356.7146,1037.629,1.090323462,,,,
4359.7194,1038.129,1.090137702,,,,
4362.7212,1038.629,1.089811412,,,,
4365.7194,1039.129,1.089593346,,,,
4368.7152,1039.629,1.089545695,,,,
4371.7104,1040.129,1.089079681,,,,
4374.7056,1040.629,1.088589437,,,,
4377.7026,1041.129,1.088253455,,,,
4380.7026,1041.629,1.088198535,,,,
4383.7008,1042.129,1.088200958,,,,
4386.6972,1042.629,1.0878254,,,,
4389.6948,1043.129,1.086749611,,,,
4392.6894,1043.629,1.085797391,,,,
4395.6822,1044.129,1.085060007,,,,
4398.6762,1044.629,1.084624683,,,,
4401.6732,1045.129,1.084146555,,,,
4404.6672,1045.629,1.083333251,,,,
4407.66,1046.129,1.082640287,,,,
4410.654,1046.629,1.081987706,,,,
4413.648,1047.129,1.081452234,,,,
4416.6372,1047.629,1.080628431,,,,
4419.627,1048.129,1.079820781,,,,
4422.6192,1048.629,1.079093896,,,,
4425.6114,1049.129,1.078711878,,,,
4428.6042,1049.629,1.078202251,,,,
4431.6,1050.129,1.077680509,,,,
4434.6006,1050.629,1.077113538,,,,
4437.6024,1051.129,1.076867205,,,,
4440.603,1051.629,1.076805824,,,,
4443.6054,1052.129,1.076763018,,,,
4446.612,1052.629,1.076428651,,,,
4449.618,1053.129,1.075986059,,,,
4452.6234,1053.629,1.075570119,,,,
4455.6324,1054.129,1.075588695,,,,
4458.6396,1054.629,1.075327824,,,,
4461.639,1055.129,1.074717241,,,,
4464.6342,1055.629,1.073692333,,,,
4467.6312,1056.129,1.073008253,,,,
4470.6252,1056.629,1.07292345,,,,
4473.6204,1057.129,1.072973524,,,,
4476.618,1057.629,1.072616543,,,,
4479.618,1058.129,1.07222241,,,,
4482.612,1058.629,1.07180647,,,,
4485.6048,1059.129,1.071295228,,,,
4488.597,1059.629,1.070813868,,,,
4491.5904,1060.129,1.070427812,,,,
4494.5808,1060.629,1.070007026,,,,
4497.5766,1061.129,1.069516782,,,,
4500.5766,1061.629,1.069121034,,,,
4503.5784,1062.129,1.068573447,,,,
4506.5766,1062.629,1.067707646,,,,
4509.5784,1063.129,1.067076872,,,,
4512.579,1063.629,1.065464802,,,,
4515.5736,1064.129,1.059841943,,,,
4518.5682,1064.629,1.056864138,,,,
4521.5628,1065.129,1.05811438,,,,
4524.5556,1065.629,1.059712719,,,,
4527.5472,1066.129,1.061545277,,,,
4530.54,1066.629,1.062782597,,,,
4533.5286,1067.129,1.062546763,,,,
4536.5184,1067.629,1.062533841,,,,
4539.507,1068.129,1.062699409,,,,
4542.4956,1068.629,1.062444191,,,,
4545.483,1069.129,1.06201856,,,,
4548.4734,1069.629,1.061545277,,,,
4551.456,1070.129,1.061394246,,,,
4554.4446,1070.629,1.061403131,,,,
