Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g),,,,,,,,,,,,,,,,,,W/g
198.6,471.75,4.5847,4.5903,,,,,,,,,,,,,,,,,,2.28E+00
198.9,472.05,4.5801,4.6008,,,,,,,,,,,,,,,,,,2.27E+00
199.2,472.35,4.5756,4.6023,,,,,,,,,,,,,,,,,,2.27E+00
199.5,472.65,4.5709,4.6134,,,,,,,,,,,,,,,,,,2.27E+00
199.8,472.95,4.5663,4.6155,,,,,,,,,,,,,,,,,,2.27E+00
200.1,473.25,4.5616,4.6267,,,,,,,,,,,,,,,,,,2.27E+00
200.4,473.55,4.5568,4.6296,,,,,,,,,,,,,,,,,,2.27E+00
200.7,473.85,4.5520,4.6420,,,,,,,,,,,,,,,,,,2.26E+00
201.0,474.15,4.5472,4.6455,,,,,,,,,,,,,,,,,,2.26E+00
201.3,474.45,4.5422,4.6580,,,,,,,,,,,,,,,,,,2.26E+00
201.6,474.75,4.5372,4.6623,,,,,,,,,,,,,,,,,,2.26E+00
201.9,475.05,4.5321,4.6761,,,,,,,,,,,,,,,,,,2.26E+00
202.2,475.35,4.5271,4.6810,,,,,,,,,,,,,,,,,,2.26E+00
202.5,475.65,4.5219,4.6950,,,,,,,,,,,,,,,,,,2.25E+00
202.8,475.95,4.5166,4.7008,,,,,,,,,,,,,,,,,,2.25E+00
203.1,476.25,4.5113,4.7160,,,,,,,,,,,,,,,,,,2.25E+00
203.4,476.55,4.5060,4.7224,,,,,,,,,,,,,,,,,,2.25E+00
203.7,476.85,4.5005,4.7379,,,,,,,,,,,,,,,,,,2.25E+00
204.0,477.15,4.4950,4.7452,,,,,,,,,,,,,,,,,,2.25E+00
204.3,477.45,4.4893,4.7621,,,,,,,,,,,,,,,,,,2.25E+00
204.6,477.75,4.4837,4.7701,,,,,,,,,,,,,,,,,,2.25E+00
204.9,478.05,4.4780,4.7872,,,,,,,,,,,,,,,,,,2.24E+00
205.2,478.35,4.4721,4.7962,,,,,,,,,,,,,,,,,,2.24E+00
205.5,478.65,4.4662,4.8148,,,,,,,,,,,,,,,,,,2.24E+00
205.8,478.95,4.4603,4.8246,,,,,,,,,,,,,,,,,,2.24E+00
206.1,479.25,4.4542,4.8435,,,,,,,,,,,,,,,,,,2.24E+00
206.4,479.55,4.4481,4.8544,,,,,,,,,,,,,,,,,,2.24E+00
206.7,479.85,4.4418,4.8749,,,,,,,,,,,,,,,,,,2.24E+00
207.0,480.15,4.4356,4.8866,,,,,,,,,,,,,,,,,,2.24E+00
207.3,480.45,4.4291,4.9076,,,,,,,,,,,,,,,,,,2.23E+00
207.6,480.75,4.4226,4.9206,,,,,,,,,,,,,,,,,,2.23E+00
207.9,481.05,4.4160,4.9433,,,,,,,,,,,,,,,,,,2.23E+00
208.2,481.35,4.4093,4.9574,,,,,,,,,,,,,,,,,,2.23E+00
208.5,481.65,4.4026,4.9806,,,,,,,,,,,,,,,,,,2.23E+00
208.8,481.95,4.3957,4.9959,,,,,,,,,,,,,,,,,,2.23E+00
209.1,482.25,4.3887,5.0212,,,,,,,,,,,,,,,,,,2.23E+00
209.4,482.55,4.3815,5.0378,,,,,,,,,,,,,,,,,,2.23E+00
209.7,482.85,4.3744,5.0636,,,,,,,,,,,,,,,,,,2.23E+00
210.0,483.15,4.3671,5.0816,,,,,,,,,,,,,,,,,,2.22E+00
210.3,483.45,4.3597,5.1098,,,,,,,,,,,,,,,,,,2.22E+00
210.6,483.75,4.3521,5.1293,,,,,,,,,,,,,,,,,,2.22E+00
210.9,484.05,4.3446,5.1587,,,,,,,,,,,,,,,,,,2.22E+00
211.2,484.35,4.3368,5.1798,,,,,,,,,,,,,,,,,,2.22E+00
211.5,484.65,4.3289,5.2109,,,,,,,,,,,,,,,,,,2.22E+00
211.8,484.95,4.3208,5.2337,,,,,,,,,,,,,,,,,,2.22E+00
212.1,485.25,4.3128,5.2667,,,,,,,,,,,,,,,,,,2.22E+00
212.4,485.55,4.3045,5.2913,,,,,,,,,,,,,,,,,,2.22E+00
212.7,485.85,4.2961,5.3262,,,,,,,,,,,,,,,,,,2.22E+00
213.0,486.15,4.2875,5.3528,,,,,,,,,,,,,,,,,,2.22E+00
213.3,486.45,4.2789,5.3899,,,,,,,,,,,,,,,,,,2.22E+00
213.6,486.75,4.2701,5.4186,,,,,,,,,,,,,,,,,,2.21E+00
213.9,487.05,4.2611,5.4579,,,,,,,,,,,,,,,,,,2.21E+00
214.2,487.35,4.2520,5.4889,,,,,,,,,,,,,,,,,,2.21E+00
214.5,487.65,4.2428,5.5306,,,,,,,,,,,,,,,,,,2.21E+00
214.8,487.95,4.2334,5.5639,,,,,,,,,,,,,,,,,,2.21E+00
215.1,488.25,4.2238,5.6082,,,,,,,,,,,,,,,,,,2.21E+00
215.4,488.55,4.2140,5.6440,,,,,,,,,,,,,,,,,,2.21E+00
215.7,488.85,4.2042,5.6909,,,,,,,,,,,,,,,,,,2.21E+00
216.0,489.15,4.1941,5.7294,,,,,,,,,,,,,,,,,,2.21E+00
216.3,489.45,4.1838,5.7792,,,,,,,,,,,,,,,,,,2.21E+00
216.6,489.75,4.1734,5.8205,,,,,,,,,,,,,,,,,,2.21E+00
216.9,490.05,4.1629,5.8730,,,,,,,,,,,,,,,,,,2.21E+00
217.2,490.35,4.1520,5.9172,,,,,,,,,,,,,,,,,,2.21E+00
217.5,490.65,4.1410,5.9731,,,,,,,,,,,,,,,,,,2.21E+00
217.8,490.95,4.1298,6.0203,,,,,,,,,,,,,,,,,,2.21E+00
218.1,491.25,4.1185,6.0791,,,,,,,,,,,,,,,,,,2.21E+00
218.4,491.55,4.1069,6.1294,,,,,,,,,,,,,,,,,,2.21E+00
218.7,491.85,4.0951,6.1918,,,,,,,,,,,,,,,,,,2.21E+00
219.0,492.15,4.0830,6.2453,,,,,,,,,,,,,,,,,,2.21E+00
219.3,492.45,4.0709,6.3106,,,,,,,,,,,,,,,,,,2.21E+00
219.6,492.75,4.0585,6.3674,,,,,,,,,,,,,,,,,,2.20E+00
219.9,493.05,4.0457,6.4365,,,,,,,,,,,,,,,,,,2.20E+00
220.2,493.35,4.0328,6.4965,,,,,,,,,,,,,,,,,,2.20E+00
220.5,493.65,4.0198,6.5686,,,,,,,,,,,,,,,,,,2.20E+00
220.8,493.95,4.0064,6.6319,,,,,,,,,,,,,,,,,,2.20E+00
221.1,494.25,3.9927,6.7079,,,,,,,,,,,,,,,,,,2.20E+00
221.4,494.55,3.9787,6.7744,,,,,,,,,,,,,,,,,,2.20E+00
221.7,494.85,3.9648,6.8530,,,,,,,,,,,,,,,,,,2.20E+00
222.0,495.15,3.9503,6.9227,,,,,,,,,,,,,,,,,,2.20E+00
222.3,495.45,3.9356,7.0056,,,,,,,,,,,,,,,,,,2.20E+00
222.6,495.75,3.9206,7.0782,,,,,,,,,,,,,,,,,,2.20E+00
222.9,496.05,3.9054,7.1638,,,,,,,,,,,,,,,,,,2.20E+00
223.2,496.35,3.8900,7.2379,,,,,,,,,,,,,,,,,,2.20E+00
223.5,496.65,3.8742,7.3267,,,,,,,,,,,,,,,,,,2.20E+00
223.8,496.95,3.8581,7.4045,,,,,,,,,,,,,,,,,,2.20E+00
224.1,497.25,3.8417,7.4953,,,,,,,,,,,,,,,,,,2.20E+00
224.4,497.55,3.8253,7.5739,,,,,,,,,,,,,,,,,,2.20E+00
224.7,497.85,3.8083,7.6672,,,,,,,,,,,,,,,,,,2.20E+00
225.0,498.15,3.7910,7.7489,,,,,,,,,,,,,,,,,,2.20E+00
225.3,498.45,3.7735,7.8434,,,,,,,,,,,,,,,,,,2.20E+00
225.6,498.75,3.7558,7.9248,,,,,,,,,,,,,,,,,,2.20E+00
225.9,499.05,3.7377,8.0207,,,,,,,,,,,,,,,,,,2.20E+00
226.2,499.35,3.7192,8.1041,,,,,,,,,,,,,,,,,,2.20E+00
226.5,499.65,3.7004,8.2000,,,,,,,,,,,,,,,,,,2.20E+00
226.8,499.95,3.6816,8.2818,,,,,,,,,,,,,,,,,,2.20E+00
227.1,500.25,3.6621,8.3778,,,,,,,,,,,,,,,,,,2.20E+00
227.4,500.55,3.6424,8.4601,,,,,,,,,,,,,,,,,,2.20E+00
227.7,500.85,3.6224,8.5544,,,,,,,,,,,,,,,,,,2.20E+00
228.0,501.15,3.6024,8.6335,,,,,,,,,,,,,,,,,,2.20E+00
228.3,501.45,3.5818,8.7261,,,,,,,,,,,,,,,,,,2.20E+00
228.6,501.75,3.5609,8.8038,,,,,,,,,,,,,,,,,,2.20E+00
228.9,502.05,3.5397,8.8929,,,,,,,,,,,,,,,,,,2.20E+00
229.2,502.35,3.5185,8.9654,,,,,,,,,,,,,,,,,,2.20E+00
229.5,502.65,3.4967,9.0506,,,,,,,,,,,,,,,,,,2.21E+00
229.8,502.95,3.4747,9.1194,,,,,,,,,,,,,,,,,,2.21E+00
230.1,503.25,3.4524,9.1989,,,,,,,,,,,,,,,,,,2.21E+00
230.4,503.55,3.4301,9.2606,,,,,,,,,,,,,,,,,,2.21E+00
230.7,503.85,3.4073,9.3337,,,,,,,,,,,,,,,,,,2.21E+00
231.0,504.15,3.3842,9.3891,,,,,,,,,,,,,,,,,,2.21E+00
231.3,504.45,3.3609,9.4541,,,,,,,,,,,,,,,,,,2.21E+00
231.6,504.75,3.3378,9.5001,,,,,,,,,,,,,,,,,,2.21E+00
231.9,505.05,3.3140,9.5564,,,,,,,,,,,,,,,,,,2.21E+00
232.2,505.35,3.2901,9.5934,,,,,,,,,,,,,,,,,,2.21E+00
232.5,505.65,3.2660,9.6392,,,,,,,,,,,,,,,,,,2.21E+00
232.8,505.95,3.2421,9.6647,,,,,,,,,,,,,,,,,,2.21E+00
233.1,506.25,3.2176,9.6994,,,,,,,,,,,,,,,,,,2.21E+00
233.4,506.55,3.1931,9.7135,,,,,,,,,,,,,,,,,,2.21E+00
233.7,506.85,3.1684,9.7358,,,,,,,,,,,,,,,,,,2.21E+00
234.0,507.15,3.1439,9.7367,,,,,,,,,,,,,,,,,,2.21E+00
234.3,507.45,3.1190,9.7455,,,,,,,,,,,,,,,,,,2.21E+00
234.6,507.75,3.0941,9.7328,,,,,,,,,,,,,,,,,,
234.9,508.05,3.0691,9.7279,,,,,,,,,,,,,,,,,,
235.2,508.35,3.0444,9.7010,,,,,,,,,,,,,,,,,,
235.5,508.65,3.0194,9.6813,,,,,,,,,,,,,,,,,,
235.8,508.95,2.9943,9.6394,,,,,,,,,,,,,,,,,,
236.1,509.25,2.9693,9.6053,,,,,,,,,,,,,,,,,,
236.4,509.55,2.9448,9.5492,,,,,,,,,,,,,,,,,,
236.7,509.85,2.9199,9.5001,,,,,,,,,,,,,,,,,,
237.0,510.15,2.8951,9.4287,,,,,,,,,,,,,,,,,,
237.3,510.45,2.8704,9.3655,,,,,,,,,,,,,,,,,,
237.6,510.75,2.8459,9.2798,,,,,,,,,,,,,,,,,,
237.9,511.05,2.8219,9.2037,,,,,,,,,,,,,,,,,,
238.2,511.35,2.7976,9.1047,,,,,,,,,,,,,,,,,,
238.5,511.65,2.7736,9.0148,,,,,,,,,,,,,,,,,,
238.8,511.95,2.7498,8.9035,,,,,,,,,,,,,,,,,,
239.1,512.25,2.7265,8.8033,,,,,,,,,,,,,,,,,,
239.4,512.55,2.7031,8.6812,,,,,,,,,,,,,,,,,,
239.7,512.85,2.6800,8.5696,,,,,,,,,,,,,,,,,,
240.0,513.15,2.6572,8.4382,,,,,,,,,,,,,,,,,,
240.3,513.45,2.6349,8.3197,,,,,,,,,,,,,,,,,,
240.6,513.75,2.6127,8.1810,,,,,,,,,,,,,,,,,,
240.9,514.05,2.5907,8.0544,,,,,,,,,,,,,,,,,,
241.2,514.35,2.5691,7.9101,,,,,,,,,,,,,,,,,,
241.5,514.65,2.5480,7.7806,,,,,,,,,,,,,,,,,,
241.8,514.95,2.5270,7.6330,,,,,,,,,,,,,,,,,,
242.1,515.25,2.5064,7.4990,,,,,,,,,,,,,,,,,,
242.4,515.55,2.4860,7.3499,,,,,,,,,,,,,,,,,,
242.7,515.85,2.4663,7.2169,,,,,,,,,,,,,,,,,,
243.0,516.15,2.4467,7.0682,,,,,,,,,,,,,,,,,,
243.3,516.45,2.4274,6.9344,,,,,,,,,,,,,,,,,,
243.6,516.75,2.4084,6.7877,,,,,,,,,,,,,,,,,,
243.9,517.05,2.3901,6.6581,,,,,,,,,,,,,,,,,,
244.2,517.35,2.3718,6.5149,,,,,,,,,,,,,,,,,,
244.5,517.65,2.3538,6.3874,,,,,,,,,,,,,,,,,,
244.8,517.95,2.3362,6.2488,,,,,,,,,,,,,,,,,,
245.1,518.25,2.3192,6.1279,,,,,,,,,,,,,,,,,,
245.4,518.55,2.3023,5.9948,,,,,,,,,,,,,,,,,,
245.7,518.85,2.2857,5.8772,,,,,,,,,,,,,,,,,,
246.0,519.15,2.2694,5.7501,,,,,,,,,,,,,,,,,,
246.3,519.45,2.2536,5.6402,,,,,,,,,,,,,,,,,,
246.6,519.75,2.2379,5.5193,,,,,,,,,,,,,,,,,,
246.9,520.05,2.2225,5.4135,,,,,,,,,,,,,,,,,,
247.2,520.35,2.2074,5.2988,,,,,,,,,,,,,,,,,,
247.5,520.65,2.1928,5.2004,,,,,,,,,,,,,,,,,,
247.8,520.95,2.1783,5.0917,,,,,,,,,,,,,,,,,,
248.1,521.25,2.1640,4.9971,,,,,,,,,,,,,,,,,,
248.4,521.55,2.1500,4.8939,,,,,,,,,,,,,,,,,,
248.7,521.85,2.1365,4.8059,,,,,,,,,,,,,,,,,,
249.0,522.15,2.1231,4.7079,,,,,,,,,,,,,,,,,,
249.3,522.45,2.1099,4.6229,,,,,,,,,,,,,,,,,,
249.6,522.75,2.0969,4.5295,,,,,,,,,,,,,,,,,,
249.9,523.05,2.0844,4.4499,,,,,,,,,,,,,,,,,,
250.2,523.35,2.0720,4.3606,,,,,,,,,,,,,,,,,,
250.5,523.65,2.0597,4.2832,,,,,,,,,,,,,,,,,,
250.8,523.95,2.0478,4.1976,,,,,,,,,,,,,,,,,,
251.1,524.25,2.0362,4.1246,,,,,,,,,,,,,,,,,,
251.4,524.55,2.0247,4.0422,,,,,,,,,,,,,,,,,,
251.7,524.85,2.0134,3.9707,,,,,,,,,,,,,,,,,,
252.0,525.15,2.0024,3.8912,,,,,,,,,,,,,,,,,,
252.3,525.45,1.9916,3.8215,,,,,,,,,,,,,,,,,,
252.6,525.75,1.9811,3.7468,,,,,,,,,,,,,,,,,,
252.9,526.05,1.9708,3.6790,,,,,,,,,,,,,,,,,,
253.2,526.35,1.9606,3.6058,,,,,,,,,,,,,,,,,,
253.5,526.65,1.9507,3.5394,,,,,,,,,,,,,,,,,,
253.8,526.95,1.9411,3.4702,,,,,,,,,,,,,,,,,,
254.1,527.25,1.9316,3.4057,,,,,,,,,,,,,,,,,,
254.4,527.55,1.9223,3.3378,,,,,,,,,,,,,,,,,,
254.7,527.85,1.9132,3.2741,,,,,,,,,,,,,,,,,,
255.0,528.15,1.9045,3.2103,,,,,,,,,,,,,,,,,,
255.3,528.45,1.8958,3.1484,,,,,,,,,,,,,,,,,,
255.6,528.75,1.8874,3.0860,,,,,,,,,,,,,,,,,,
255.9,529.05,1.8791,3.0255,,,,,,,,,,,,,,,,,,
256.2,529.35,1.8712,2.9665,,,,,,,,,,,,,,,,,,
256.5,529.65,1.8633,2.9078,,,,,,,,,,,,,,,,,,
256.8,529.95,1.8556,2.8499,,,,,,,,,,,,,,,,,,
257.1,530.25,1.8482,2.7926,,,,,,,,,,,,,,,,,,
257.4,530.55,1.8410,2.7379,,,,,,,,,,,,,,,,,,
257.7,530.85,1.8339,2.6827,,,,,,,,,,,,,,,,,,
258.0,531.15,1.8270,2.6291,,,,,,,,,,,,,,,,,,
258.3,531.45,1.8203,2.5754,,,,,,,,,,,,,,,,,,
258.6,531.75,1.8138,2.5249,,,,,,,,,,,,,,,,,,
258.9,532.05,1.8075,2.4732,,,,,,,,,,,,,,,,,,
259.2,532.35,1.8013,2.4239,,,,,,,,,,,,,,,,,,
259.5,532.65,1.7953,2.3739,,,,,,,,,,,,,,,,,,
259.8,532.95,1.7895,2.3275,,,,,,,,,,,,,,,,,,
260.1,533.25,1.7839,2.2796,,,,,,,,,,,,,,,,,,
260.4,533.55,1.7784,2.2344,,,,,,,,,,,,,,,,,,
260.7,533.85,1.7731,2.1882,,,,,,,,,,,,,,,,,,
261.0,534.15,1.7680,2.1459,,,,,,,,,,,,,,,,,,
261.3,534.45,1.7629,2.1017,,,,,,,,,,,,,,,,,,
261.6,534.75,1.7581,2.0607,,,,,,,,,,,,,,,,,,
261.9,535.05,1.7534,2.0183,,,,,,,,,,,,,,,,,,
262.2,535.35,1.7489,1.9800,,,,,,,,,,,,,,,,,,
262.5,535.65,1.7445,1.9396,,,,,,,,,,,,,,,,,,
262.8,535.95,1.7402,1.9025,,,,,,,,,,,,,,,,,,
263.1,536.25,1.7361,1.8640,,,,,,,,,,,,,,,,,,
263.4,536.55,1.7321,1.8295,,,,,,,,,,,,,,,,,,
263.7,536.85,1.7283,1.7930,,,,,,,,,,,,,,,,,,
264.0,537.15,1.7246,1.7598,,,,,,,,,,,,,,,,,,
264.3,537.45,1.7210,1.7251,,,,,,,,,,,,,,,,,,
264.6,537.75,1.7176,1.6944,,,,,,,,,,,,,,,,,,
264.9,538.05,1.7142,1.6617,,,,,,,,,,,,,,,,,,
265.2,538.35,1.7110,1.6321,,,,,,,,,,,,,,,,,,
265.5,538.65,1.7079,1.6012,,,,,,,,,,,,,,,,,,
265.8,538.95,1.7049,1.5740,,,,,,,,,,,,,,,,,,
266.1,539.25,1.7020,1.5449,,,,,,,,,,,,,,,,,,
266.4,539.55,1.6992,1.5189,,,,,,,,,,,,,,,,,,
266.7,539.85,1.6966,1.4915,,,,,,,,,,,,,,,,,,
267.0,540.15,1.6940,1.4673,,,,,,,,,,,,,,,,,,
267.3,540.45,1.6915,1.4421,,,,,,,,,,,,,,,,,,
267.6,540.75,1.6891,1.4195,,,,,,,,,,,,,,,,,,
267.9,541.05,1.6868,1.3956,,,,,,,,,,,,,,,,,,
268.2,541.35,1.6846,1.3745,,,,,,,,,,,,,,,,,,
268.5,541.65,1.6826,1.3525,,,,,,,,,,,,,,,,,,
268.8,541.95,1.6805,1.3330,,,,,,,,,,,,,,,,,,
269.1,542.25,1.6786,1.3123,,,,,,,,,,,,,,,,,,
269.4,542.55,1.6767,1.2942,,,,,,,,,,,,,,,,,,
269.7,542.85,1.6749,1.2752,,,,,,,,,,,,,,,,,,
270.0,543.15,1.6732,1.2586,,,,,,,,,,,,,,,,,,
270.3,543.45,1.6715,1.2408,,,,,,,,,,,,,,,,,,
270.6,543.75,1.6699,1.2254,,,,,,,,,,,,,,,,,,
270.9,544.05,1.6684,1.2092,,,,,,,,,,,,,,,,,,
271.2,544.35,1.6670,1.1952,,,,,,,,,,,,,,,,,,
271.5,544.65,1.6656,1.1801,,,,,,,,,,,,,,,,,,
271.8,544.95,1.6642,1.1672,,,,,,,,,,,,,,,,,,
272.1,545.25,1.6629,1.1535,,,,,,,,,,,,,,,,,,
272.4,545.55,1.6617,1.1418,,,,,,,,,,,,,,,,,,
272.7,545.85,1.6605,1.1290,,,,,,,,,,,,,,,,,,
273.0,546.15,1.6594,1.1184,,,,,,,,,,,,,,,,,,
273.3,546.45,1.6583,1.1069,,,,,,,,,,,,,,,,,,
273.6,546.75,1.6572,1.0973,,,,,,,,,,,,,,,,,,
273.9,547.05,1.6562,1.0867,,,,,,,,,,,,,,,,,,
274.2,547.35,1.6553,1.0779,,,,,,,,,,,,,,,,,,
274.5,547.65,1.6543,1.0684,,,,,,,,,,,,,,,,,,
274.8,547.95,1.6534,1.0606,,,,,,,,,,,,,,,,,,
275.1,548.25,1.6526,1.0518,,,,,,,,,,,,,,,,,,
275.4,548.55,1.6518,1.0448,,,,,,,,,,,,,,,,,,
275.7,548.85,1.6510,1.0369,,,,,,,,,,,,,,,,,,
276.0,549.15,1.6502,1.0308,,,,,,,,,,,,,,,,,,
276.3,549.45,1.6495,1.0235,,,,,,,,,,,,,,,,,,
276.6,549.75,1.6488,1.0180,,,,,,,,,,,,,,,,,,
276.9,550.05,1.6481,1.0115,,,,,,,,,,,,,,,,,,
277.2,550.35,1.6474,1.0067,,,,,,,,,,,,,,,,,,
277.5,550.65,1.6468,1.0008,,,,,,,,,,,,,,,,,,
277.8,550.95,1.6462,0.9964,,,,,,,,,,,,,,,,,,
278.1,551.25,1.6456,0.9912,,,,,,,,,,,,,,,,,,
278.4,551.55,1.6450,0.9875,,,,,,,,,,,,,,,,,,
278.7,551.85,1.6444,0.9827,,,,,,,,,,,,,,,,,,
279.0,552.15,1.6439,0.9795,,,,,,,,,,,,,,,,,,
279.3,552.45,1.6434,0.9752,,,,,,,,,,,,,,,,,,
279.6,552.75,1.6429,0.9723,,,,,,,,,,,,,,,,,,
279.9,553.05,1.6424,0.9685,,,,,,,,,,,,,,,,,,
280.2,553.35,1.6419,0.9661,,,,,,,,,,,,,,,,,,
280.5,553.65,1.6414,0.9626,,,,,,,,,,,,,,,,,,
280.8,553.95,1.6409,0.9605,,,,,,,,,,,,,,,,,,
281.1,554.25,1.6405,0.9573,,,,,,,,,,,,,,,,,,
281.4,554.55,1.6400,0.9556,,,,,,,,,,,,,,,,,,
281.7,554.85,1.6396,0.9528,,,,,,,,,,,,,,,,,,
282.0,555.15,1.6392,0.9512,,,,,,,,,,,,,,,,,,
282.3,555.45,1.6388,0.9487,,,,,,,,,,,,,,,,,,
282.6,555.75,1.6384,0.9475,,,,,,,,,,,,,,,,,,
282.9,556.05,1.6380,0.9452,,,,,,,,,,,,,,,,,,
283.2,556.35,1.6376,0.9441,,,,,,,,,,,,,,,,,,
283.5,556.65,1.6372,0.9420,,,,,,,,,,,,,,,,,,
283.8,556.95,1.6368,0.9412,,,,,,,,,,,,,,,,,,
284.1,557.25,1.6364,0.9393,,,,,,,,,,,,,,,,,,
284.4,557.55,1.6360,0.9386,,,,,,,,,,,,,,,,,,
284.7,557.85,1.6357,0.9368,,,,,,,,,,,,,,,,,,
285.0,558.15,1.6353,0.9364,,,,,,,,,,,,,,,,,,
285.3,558.45,1.6349,0.9347,,,,,,,,,,,,,,,,,,
285.6,558.75,1.6346,0.9343,,,,,,,,,,,,,,,,,,
285.9,559.05,1.6342,0.9328,,,,,,,,,,,,,,,,,,
286.2,559.35,1.6338,0.9326,,,,,,,,,,,,,,,,,,
286.5,559.65,1.6335,0.9312,,,,,,,,,,,,,,,,,,
286.8,559.95,1.6331,0.9309,,,,,,,,,,,,,,,,,,
287.1,560.25,1.6328,0.9296,,,,,,,,,,,,,,,,,,
287.4,560.55,1.6324,0.9295,,,,,,,,,,,,,,,,,,
287.7,560.85,1.6321,0.9283,,,,,,,,,,,,,,,,,,
288.0,561.15,1.6317,0.9282,,,,,,,,,,,,,,,,,,
288.3,561.45,1.6314,0.9271,,,,,,,,,,,,,,,,,,
288.6,561.75,1.6311,0.9262,,,,,,,,,,,,,,,,,,
288.9,562.05,1.6307,0.9250,,,,,,,,,,,,,,,,,,
289.2,562.35,1.6304,0.9241,,,,,,,,,,,,,,,,,,
289.5,562.65,1.6300,0.9229,,,,,,,,,,,,,,,,,,
289.8,562.95,1.6297,0.9220,,,,,,,,,,,,,,,,,,
290.1,563.25,1.6293,0.9209,,,,,,,,,,,,,,,,,,
290.4,563.55,1.6290,0.9200,,,,,,,,,,,,,,,,,,
290.7,563.85,1.6287,0.9190,,,,,,,,,,,,,,,,,,
291.0,564.15,1.6283,0.9181,,,,,,,,,,,,,,,,,,
291.3,564.45,1.6280,0.9170,,,,,,,,,,,,,,,,,,
291.6,564.75,1.6277,0.9162,,,,,,,,,,,,,,,,,,
291.9,565.05,1.6273,0.9152,,,,,,,,,,,,,,,,,,
292.2,565.35,1.6270,0.9144,,,,,,,,,,,,,,,,,,
292.5,565.65,1.6266,0.9133,,,,,,,,,,,,,,,,,,
292.8,565.95,1.6263,0.9126,,,,,,,,,,,,,,,,,,
293.1,566.25,1.6260,0.9116,,,,,,,,,,,,,,,,,,
293.4,566.55,1.6256,0.9108,,,,,,,,,,,,,,,,,,
293.7,566.85,1.6253,0.9098,,,,,,,,,,,,,,,,,,
294.0,567.15,1.6250,0.9090,,,,,,,,,,,,,,,,,,
294.3,567.45,1.6246,0.9080,,,,,,,,,,,,,,,,,,
294.6,567.75,1.6243,0.9073,,,,,,,,,,,,,,,,,,
294.9,568.05,1.6239,0.9063,,,,,,,,,,,,,,,,,,
295.2,568.35,1.6236,0.9056,,,,,,,,,,,,,,,,,,
295.5,568.65,1.6233,0.9046,,,,,,,,,,,,,,,,,,
295.8,568.95,1.6229,0.9038,,,,,,,,,,,,,,,,,,
296.1,569.25,1.6226,0.9029,,,,,,,,,,,,,,,,,,
296.4,569.55,1.6222,0.9021,,,,,,,,,,,,,,,,,,
296.7,569.85,1.6219,0.9012,,,,,,,,,,,,,,,,,,
297.0,570.15,1.6216,0.9004,,,,,,,,,,,,,,,,,,
297.3,570.45,1.6212,0.8995,,,,,,,,,,,,,,,,,,
297.6,570.75,1.6209,0.8988,,,,,,,,,,,,,,,,,,
297.9,571.05,1.6205,0.8978,,,,,,,,,,,,,,,,,,
298.2,571.35,1.6202,0.8971,,,,,,,,,,,,,,,,,,
298.5,571.65,1.6198,0.8961,,,,,,,,,,,,,,,,,,
298.8,571.95,1.6195,0.8954,,,,,,,,,,,,,,,,,,
299.1,572.25,1.6192,0.8945,,,,,,,,,,,,,,,,,,
299.4,572.55,1.6188,0.8937,,,,,,,,,,,,,,,,,,
299.7,572.85,1.6185,0.8928,,,,,,,,,,,,,,,,,,
300.0,573.15,1.6181,0.8921,,,,,,,,,,,,,,,,,,
300.3,573.45,1.6178,0.8911,,,,,,,,,,,,,,,,,,
300.6,573.75,1.6174,0.8904,,,,,,,,,,,,,,,,,,
300.9,574.05,1.6171,0.8895,,,,,,,,,,,,,,,,,,
301.2,574.35,1.6168,0.8888,,,,,,,,,,,,,,,,,,
301.5,574.65,1.6164,0.8878,,,,,,,,,,,,,,,,,,
301.8,574.95,1.6161,0.8871,,,,,,,,,,,,,,,,,,
302.1,575.25,1.6157,0.8862,,,,,,,,,,,,,,,,,,
302.4,575.55,1.6154,0.8855,,,,,,,,,,,,,,,,,,
302.7,575.85,1.6150,0.8845,,,,,,,,,,,,,,,,,,
303.0,576.15,1.6147,0.8838,,,,,,,,,,,,,,,,,,
303.3,576.45,1.6143,0.8829,,,,,,,,,,,,,,,,,,
303.6,576.75,1.6140,0.8822,,,,,,,,,,,,,,,,,,
303.9,577.05,1.6136,0.8813,,,,,,,,,,,,,,,,,,
304.2,577.35,1.6133,0.8805,,,,,,,,,,,,,,,,,,
304.5,577.65,1.6129,0.8796,,,,,,,,,,,,,,,,,,
304.8,577.95,1.6126,0.8789,,,,,,,,,,,,,,,,,,
305.1,578.25,1.6122,0.8780,,,,,,,,,,,,,,,,,,
305.4,578.55,1.6119,0.8773,,,,,,,,,,,,,,,,,,
305.7,578.85,1.6115,0.8763,,,,,,,,,,,,,,,,,,
306.0,579.15,1.6112,0.8756,,,,,,,,,,,,,,,,,,
306.3,579.45,1.6108,0.8747,,,,,,,,,,,,,,,,,,
306.6,579.75,1.6105,0.8740,,,,,,,,,,,,,,,,,,
306.9,580.05,1.6101,0.8731,,,,,,,,,,,,,,,,,,
307.2,580.35,1.6098,0.8724,,,,,,,,,,,,,,,,,,
307.5,580.65,1.6094,0.8715,,,,,,,,,,,,,,,,,,
307.8,580.95,1.6091,0.8708,,,,,,,,,,,,,,,,,,
308.1,581.25,1.6087,0.8698,,,,,,,,,,,,,,,,,,
308.4,581.55,1.6084,0.8691,,,,,,,,,,,,,,,,,,
