File Name:	PS-FAA_N2_60K_20251209.txt	Version: 8.4.0.5						
374.500	439.197	80.017	19.994	99.803	7.331	1047.730	0.959	899.791
375.000	439.673	80.022	19.993	99.769	7.157	1061.531	0.965	899.769
375.500	440.164	80.015	19.993	99.767	6.983	1075.229	0.967	899.745
376.000	440.677	80.020	19.993	99.769	6.829	1087.365	1.004	899.769
376.500	441.164	80.017	19.992	99.722	6.674	1099.555	1.001	899.737
377.000	441.628	80.019	19.993	99.701	6.522	1112.193	0.950	899.741
377.500	442.132	80.019	19.994	99.696	6.390	1122.913	0.968	899.753
378.000	442.609	80.019	19.994	99.659	6.274	1132.084	0.981	899.739
378.500	443.083	80.014	19.994	99.649	6.171	1139.975	0.950	899.721
379.000	443.585	80.021	19.995	99.778	6.083	1146.606	0.977	899.725
379.500	444.067	80.018	19.993	99.948	6.010	1152.008	0.985	899.743
380.000	444.562	80.019	19.995	100.048	5.962	1154.763	0.976	899.716
380.500	445.069	80.018	19.993	100.121	5.929	1156.450	1.002	899.737
381.000	445.560	80.021	19.994	100.148	5.915	1156.921	0.998	899.731
381.500	446.034	80.019	19.994	100.039	5.922	1155.935	0.965	899.690
382.000	446.530	80.022	19.992	99.857	5.951	1153.180	0.971	899.689
382.500	446.992	80.020	19.997	99.756	6.000	1148.721	0.959	899.684
383.000	447.520	80.021	19.993	99.715	6.071	1142.591	0.989	899.696
383.500	447.972	80.021	19.996	99.701	6.168	1134.370	0.979	899.672
384.000	448.484	80.020	19.994	99.711	6.281	1124.738	0.964	899.670
384.500	448.984	80.021	19.993	99.734	6.423	1112.825	1.012	899.659
385.000	449.477	80.018	19.994	99.758	6.583	1099.453	0.993	899.676
385.500	449.968	80.019	19.993	99.774	6.761	1084.638	0.984	899.640
386.000	450.443	80.017	19.993	99.794	6.963	1067.813	0.967	899.638
386.500	450.950	80.015	19.993	99.819	7.186	1049.298	0.983	899.640
387.000	451.480	80.017	19.994	99.837	7.436	1028.517	1.036	899.615
387.500	451.933	80.018	19.996	99.856	7.710	1005.713	0.984	899.636
388.000	452.465	80.015	19.994	99.878	8.004	981.187	0.985	899.616
388.500	452.930	80.019	19.994	99.907	8.317	955.045	0.997	899.619
389.000	453.434	80.019	19.995	99.937	8.645	927.495	0.968	899.597
389.500	453.979	80.016	19.993	99.815	8.985	898.872	1.049	899.576
390.000	454.437	80.016	19.994	99.755	9.338	869.083	1.003	899.597
390.500	454.926	80.020	19.994	99.755	9.704	838.147	0.946	899.596
391.000	455.453	80.020	19.995	99.822	10.082	806.203	1.016	899.600
391.500	455.951	80.014	19.994	99.898	10.469	773.332	1.025	899.557
392.000	456.500	80.017	19.994	100.139	10.867	739.570	1.047	899.575
392.500	456.961	80.016	19.996	100.355	11.275	704.956	1.011	899.595
393.000	457.479	80.016	19.995	100.520	11.688	669.865	0.980	899.596
393.500	457.981	80.018	19.993	100.613	12.105	634.358	1.019	899.561
394.000	458.518	80.015	19.993	100.707	12.526	598.597	1.038	899.558
394.500	459.032	80.017	19.993	100.817	12.945	562.979	1.050	899.547
395.000	459.557	80.019	19.996	100.919	13.361	527.686	1.039	899.512
395.500	460.048	80.015	19.993	101.017	13.771	492.899	1.016	899.530
396.000	460.577	80.020	19.995	101.123	14.175	458.615	1.021	899.539
396.500	461.093	80.021	19.994	101.230	14.567	425.406	1.045	899.490
397.000	461.612	80.020	19.994	101.327	14.951	392.985	1.034	899.546
397.500	462.106	80.020	19.993	101.410	15.321	361.720	1.012	899.533
398.000	462.644	80.021	19.993	101.494	15.676	331.749	1.032	899.462
398.500	463.167	80.018	19.994	101.575	16.014	303.272	1.062	899.528
399.000	463.692	80.020	19.993	101.647	16.336	276.332	1.049	899.514
399.500	464.207	80.016	19.994	101.730	16.644	250.763	1.039	899.485
400.000	464.722	80.016	19.992	101.805	16.932	226.853	1.029	899.451
400.500	465.239	80.017	19.994	101.882	17.202	204.690	1.032	899.449
401.000	465.733	80.015	19.992	101.964	17.454	184.135	1.011	899.498
401.500	466.260	80.019	19.993	102.054	17.686	165.304	1.021	899.467
402.000	466.802	80.015	19.992	102.127	17.902	147.924	1.068	899.438
402.500	467.335	80.019	19.994	102.205	18.100	132.070	1.074	899.445
403.000	467.842	80.019	19.993	102.272	18.280	117.811	1.040	899.440
403.500	468.356	80.019	19.993	102.336	18.444	104.811	1.021	899.415
404.000	468.859	80.019	19.994	102.390	18.593	93.165	1.017	899.401
404.500	469.391	80.018	19.994	102.435	18.727	82.746	1.035	899.460
405.000	469.914	80.017	19.993	102.468	18.849	73.355	1.055	899.399
405.500	470.431	80.015	19.994	102.492	18.957	65.156	1.040	899.399
406.000	470.918	80.017	19.994	102.507	19.053	57.933	1.004	899.416
406.500	471.434	80.020	19.992	102.510	19.139	51.513	1.002	899.376
407.000	471.974	80.016	19.995	102.501	19.218	45.692	1.055	899.388
407.500	472.461	80.021	19.994	102.480	19.283	40.975	1.028	899.405
408.000	472.987	80.016	19.996	102.453	19.342	36.678	1.015	899.346
408.500	473.482	80.017	19.995	102.413	19.393	33.043	1.021	899.396
409.000	474.023	80.019	19.993	102.368	19.441	29.540	1.035	899.352
409.500	474.524	80.018	19.994	102.316	19.481	26.627	1.042	899.357
410.000	475.022	80.019	19.993	102.262	19.518	24.044	0.999	899.327
410.500	475.522	80.019	19.994	102.201	19.547	22.057	0.997	899.377
411.000	476.019	80.017	19.993	102.133	19.575	20.040	0.996	899.315
411.500	476.548	80.016	19.993	102.055	19.599	18.272	1.026	899.343
412.000	477.049	80.017	19.995	101.972	19.621	16.647	1.032	899.333
412.500	477.542	80.022	19.993	101.879	19.640	15.230	0.995	899.312
413.000	478.070	80.020	19.992	101.783	19.655	14.008	1.020	899.330
413.500	478.579	80.019	19.994	101.684	19.671	12.674	1.037	899.277
414.000	479.041	80.017	19.995	101.587	19.683	11.675	0.972	899.336
414.500	479.558	80.019	19.991	101.490	19.696	10.664	0.979	899.301
415.000	480.086	80.017	19.995	101.394	19.704	10.028	1.044	899.280
415.500	480.571	80.018	19.994	101.298	19.714	9.253	1.013	899.309
416.000	481.086	80.016	19.994	101.207	19.721	8.733	1.000	899.284
416.500	481.587	80.016	19.995	101.122	19.730	8.058	1.016	899.263
417.000	482.082	80.020	19.993	101.040	19.738	7.441	0.996	899.279
417.500	482.569	80.018	19.995	100.960	19.742	6.989	0.981	899.316
418.000	483.090	80.019	19.994	100.888	19.747	6.459	1.007	899.245
418.500	483.611	80.017	19.994	100.814	19.753	5.806	1.043	899.277
419.000	484.084	80.019	19.995	100.745	19.757	5.357	0.995	899.256
419.500	484.568	80.017	19.994	100.681	19.761	4.922	0.956	899.257
420.000	485.071	80.019	19.995	100.624	19.765	4.500	0.987	899.269
420.500	485.580	80.019	19.993	100.570	19.767	4.305	1.012	899.259
421.000	486.103	80.020	19.994	100.527	19.772	3.917	1.032	899.205
421.500	486.586	80.020	19.995	100.484	19.774	3.677	1.005	899.225
422.000	487.069	80.021	19.994	100.448	19.777	3.466	0.966	899.218
422.500	487.575	80.020	19.994	100.412	19.780	3.194	0.989	899.209
423.000	488.077	80.021	19.994	100.381	19.782	2.967	1.009	899.209
423.500	488.547	80.019	19.993	100.354	19.785	2.759	0.972	899.187
424.000	489.072	80.021	19.994	100.334	19.787	2.578	0.994	899.187
424.500	489.542	80.018	19.992	100.317	19.790	2.237	0.996	899.188
425.000	490.050	80.017	19.995	100.310	19.790	2.181	0.979	899.168
425.500	490.568	80.017	19.994	100.307	19.795	1.780	1.026	899.175
426.000	491.064	80.020	19.994	100.305	19.794	1.785	1.013	899.164
426.500	491.562	80.020	19.995	100.304	19.796	1.598	0.993	899.167
427.000	492.073	80.017	19.994	100.297	19.799	1.386	1.009	899.153
427.500	492.562	80.012	19.994	100.290	19.802	1.108	1.000	899.136
428.000	493.056	80.016	19.995	100.282	19.801	1.264	0.983	899.153
428.500	493.547	80.019	19.994	100.274	19.801	1.249	0.986	899.119
429.000	494.035	80.019	19.995	100.267	19.802	1.271	0.979	899.158
429.500	494.547	80.020	19.995	100.272	19.805	1.021	1.000	899.153
430.000	495.049	80.017	19.993	100.278	19.804	1.067	1.014	899.136
430.500	495.522	80.015	19.993	100.286	19.805	1.095	0.975	899.130
431.000	496.043	80.019	19.993	100.294	19.808	0.852	0.993	899.109
431.500	496.540	80.017	19.993	100.301	19.807	0.902	1.018	899.119
432.000	497.021	80.018	19.993	100.305	19.809	0.702	0.978	899.106
432.500	497.528	80.020	19.992	100.305	19.809	0.696	0.988	899.080
433.000	498.005	80.020	19.994	100.306	19.810	0.631	0.984	899.098
433.500	498.541	80.022	19.992	100.306	19.809	0.590	1.013	899.103
434.000	499.033	80.016	19.993	100.306	19.810	0.408	1.029	899.116
434.500	499.533	80.016	19.994	100.305	19.813	0.182	0.993	899.045
435.000	500.018	80.020	19.995	100.306	19.814	0.138	0.985	899.106
435.500	500.511	80.018	19.993	100.306	19.814	0.130	0.978	899.097
436.000	501.033	80.022	19.993	100.308	19.815	-0.003	1.014	899.082
436.500	501.521	80.017	19.993	100.309	19.816	-0.028	1.009	899.054
437.000	502.025	80.018	19.995	100.310	19.817	-0.072	0.993	899.041
437.500	502.520	80.017	19.992	100.313	19.817	-0.053	1.000	899.064
438.000	503.004	80.014	19.994	100.315	19.818	-0.191	0.979	899.059
438.500	503.484	80.020	19.992	100.319	19.816	0.029	0.964	899.017
439.000	503.968	80.018	19.995	100.319	19.818	-0.192	0.964	899.057
439.500	504.473	80.017	19.995	100.318	19.820	-0.293	0.989	899.038
440.000	504.981	80.019	19.995	100.315	19.819	-0.262	1.012	899.030
440.500	505.478	80.015	19.994	100.312	19.821	-0.409	1.005	899.035
441.000	505.977	80.020	19.993	100.307	19.821	-0.427	0.996	899.022
441.500	506.496	80.020	19.994	100.307	19.822	-0.450	1.017	899.031
442.000	506.979	80.015	19.994	100.307	19.822	-0.482	1.002	898.990
442.500	507.483	80.034	20.001	100.307	19.823	-0.553	0.987	899.047
443.000	507.994	80.020	19.993	100.301	19.823	-0.593	1.015	898.995
443.500	508.470	80.023	19.995	100.302	19.823	-0.583	0.988	899.030
444.000	508.985	80.018	19.995	100.301	19.824	-0.607	0.992	898.976
444.500	509.494	80.020	19.991	100.303	19.824	-0.620	1.025	898.993
445.000	509.980	80.016	19.995	100.304	19.826	-0.800	0.995	899.010
445.500	510.484	80.018	19.993	100.309	19.827	-0.842	0.989	898.960
446.000	510.995	80.015	19.994	100.311	19.826	-0.821	1.014	898.980
446.500	511.466	80.018	19.991	100.315	19.826	-0.815	0.981	898.961
447.000	511.983	80.022	19.996	100.314	19.827	-0.900	0.988	898.954
447.500	512.503	80.018	19.992	100.312	19.826	-0.859	1.038	898.926
448.000	512.979	80.024	19.994	100.314	19.828	-0.968	0.996	898.938
448.500	513.471	80.017	19.994	100.313	19.826	-0.837	0.967	898.928
449.000	513.986	80.018	19.995	100.308	19.828	-0.934	1.008	898.954
449.500	514.496	80.018	19.994	100.307	19.828	-0.996	1.025	898.950
450.000	514.993	80.018	19.995	100.308	19.830	-1.123	1.006	898.893
450.500	515.484	80.018	19.994	100.309	19.830	-1.120	0.988	898.916
451.000	515.995	80.024	19.995	100.309	19.829	-1.071	1.002	898.926
451.500	516.492	80.019	19.994	100.309	19.832	-1.280	1.009	898.880
452.000	516.969	80.021	19.995	100.308	19.830	-1.161	0.974	898.915
452.500	517.478	80.020	19.996	100.308	19.831	-1.234	0.985	898.933
453.000	517.954	80.021	19.995	100.307	19.830	-1.156	0.985	898.922
453.500	518.474	80.023	19.994	100.306	19.830	-1.165	0.996	898.904
454.000	518.978	80.019	19.993	100.306	19.832	-1.355	1.024	898.873
454.500	519.479	80.017	19.995	100.307	19.832	-1.292	1.006	898.876
455.000	519.978	80.018	19.995	100.307	19.832	-1.363	1.000	898.894
455.500	520.503	80.019	19.993	100.305	19.833	-1.392	1.024	898.915
456.000	520.981	80.017	19.994	100.306	19.832	-1.301	1.002	898.866
456.500	521.486	80.020	19.994	100.306	19.833	-1.394	0.983	898.855
457.000	521.977	80.020	19.993	100.305	19.832	-1.238	0.997	898.873
457.500	522.471	80.022	19.993	100.304	19.833	-1.330	0.985	898.868
458.000	522.966	80.022	19.993	100.305	19.833	-1.347	0.990	898.834
458.500	523.466	80.017	19.995	100.305	19.833	-1.385	0.996	898.849
459.000	524.004	80.022	19.993	100.305	19.832	-1.311	1.037	898.853
459.500	524.466	80.021	19.994	100.306	19.832	-1.290	1.000	898.857
460.000	524.969	80.019	19.996	100.307	19.832	-1.367	0.966	898.855
460.500	525.485	80.017	19.995	100.305	19.832	-1.325	1.019	898.817
461.000	525.970	80.018	19.994	100.305	19.833	-1.387	1.001	898.823
461.500	526.497	80.019	19.995	100.304	19.834	-1.394	1.011	898.829
462.000	526.989	80.021	19.994	100.304	19.833	-1.285	1.017	898.845
462.500	527.484	80.020	19.994	100.303	19.834	-1.324	0.986	898.805
463.000	527.987	80.023	19.994	100.304	19.835	-1.402	0.998	898.797
463.500	528.471	80.022	19.994	100.305	19.834	-1.360	0.988	898.816
464.000	528.983	80.017	19.995	100.305	19.833	-1.314	0.996	898.806
464.500	529.440	80.021	19.993	100.304	19.834	-1.369	0.969	898.799
465.000	529.971	80.020	19.994	100.304	19.834	-1.439	0.989	898.777
465.500	530.494	80.021	19.993	100.304	19.835	-1.486	1.054	898.802
466.000	530.984	80.019	19.994	100.304	19.834	-1.480	1.012	898.812
466.500	531.452	80.019	19.993	100.305	19.835	-1.562	0.958	898.797
467.000	531.956	80.018	19.995	100.306	19.835	-1.533	0.973	898.783
467.500	532.459	80.019	19.994	100.306	19.836	-1.653	1.006	898.778
468.000	532.972	80.018	19.995	100.303	19.836	-1.655	1.016	898.795
468.500	533.460	80.018	19.994	100.303	19.835	-1.546	1.001	898.770
469.000	533.962	80.015	19.995	100.302	19.835	-1.562	0.991	898.784
469.500	534.460	80.017	19.996	100.301	19.835	-1.563	1.001	898.737
470.000	534.932	80.019	19.993	100.301	19.835	-1.532	0.970	898.753
470.500	535.453	80.018	19.994	100.304	19.836	-1.621	0.993	898.751
471.000	535.922	80.018	19.992	100.304	19.835	-1.512	0.989	898.751
471.500	536.457	80.020	19.994	100.305	19.835	-1.508	1.004	898.724
472.000	536.945	80.016	19.995	100.306	19.835	-1.510	1.023	898.769
472.500	537.416	80.018	19.994	100.306	19.834	-1.352	0.959	898.746
473.000	537.958	80.018	19.994	100.305	19.835	-1.428	1.013	898.748
473.500	538.449	80.019	19.993	100.301	19.834	-1.221	1.033	898.742
474.000	538.943	80.018	19.995	100.298	19.834	-1.266	0.984	898.744
474.500	539.478	80.019	19.993	100.294	19.835	-1.328	1.029	898.717
475.000	539.925	80.018	19.993	100.295	19.834	-1.239	0.982	898.715
475.500	540.438	80.018	19.994	100.292	19.834	-1.344	0.960	898.704
476.000	540.958	80.016	19.993	100.296	19.833	-1.401	1.033	898.685
476.500	541.463	80.015	19.993	100.299	19.834	-1.490	1.025	898.725
477.000	541.947	80.019	19.993	100.301	19.834	-1.529	0.990	898.715
477.500	542.445	80.020	19.994	100.300	19.835	-1.554	0.982	898.710
478.000	542.956	80.022	19.994	100.303	19.835	-1.647	1.010	898.698
478.500	543.431	80.018	19.993	100.303	19.835	-1.600	0.986	898.670
479.000	543.959	80.019	19.995	100.303	19.834	-1.517	1.003	898.687
479.500	544.453	80.017	19.994	100.305	19.834	-1.486	1.022	898.692
480.000	544.973	80.018	19.996	100.305	19.835	-1.545	1.013	898.691
480.500	545.459	80.021	19.995	100.304	19.835	-1.563	1.005	898.692
481.000	545.962	80.019	19.993	100.304	19.835	-1.529	0.990	898.638
481.500	546.464	80.016	19.994	100.305	19.835	-1.503	1.005	898.686
482.000	546.955	80.018	19.995	100.305	19.835	-1.522	0.993	898.691
482.500	547.470	80.018	19.993	100.303	19.836	-1.549	1.006	898.667
483.000	547.962	80.017	19.996	100.304	19.835	-1.481	1.008	898.669
483.500	548.442	80.018	19.994	100.302	19.835	-1.428	0.972	898.677
484.000	548.934	80.016	19.994	100.301	19.835	-1.470	0.970	898.650
484.500	549.468	80.018	19.995	100.301	19.835	-1.538	1.027	898.629
485.000	549.983	80.017	19.994	100.296	19.835	-1.488	1.050	898.643
485.500	550.469	80.018	19.995	100.290	19.835	-1.500	1.000	898.632
486.000	550.958	80.018	19.994	100.287	19.835	-1.471	0.973	898.653
486.500	551.471	80.015	19.993	100.287	19.836	-1.426	1.003	898.670
487.000	551.963	80.015	19.995	100.288	19.836	-1.417	1.006	898.634
487.500	552.460	80.023	19.993	100.294	19.836	-1.321	0.988	898.624
488.000	552.970	80.018	19.995	100.300	19.836	-1.302	1.007	898.643
488.500	553.461	80.019	19.996	100.306	19.836	-1.321	1.001	898.637
489.000	553.946	80.024	19.994	100.305	19.834	-1.115	0.976	898.608
489.500	554.439	80.017	19.995	100.306	19.836	-1.341	0.978	898.622
490.000	554.954	80.020	19.994	100.306	19.836	-1.344	1.009	898.625
490.500	555.465	80.021	19.994	100.306	19.836	-1.427	1.025	898.609
491.000	555.959	80.020	19.994	100.305	19.836	-1.409	1.004	898.596
491.500	556.448	80.020	19.994	100.304	19.836	-1.385	0.984	898.636
492.000	556.944	80.018	19.993	100.304	19.835	-1.402	0.985	898.594
492.500	557.440	80.019	19.994	100.306	19.836	-1.502	0.992	898.600
493.000	557.952	80.015	19.993	100.306	19.836	-1.546	1.009	898.560
493.500	558.449	80.019	19.992	100.302	19.837	-1.602	1.009	898.574
494.000	558.918	80.019	19.994	100.300	19.837	-1.659	0.965	898.587
494.500	559.417	80.018	19.993	100.299	19.839	-1.790	0.967	898.592
495.000	559.953	80.019	19.994	100.297	19.837	-1.670	1.035	898.544
495.500	560.473	80.018	19.995	100.296	19.835	-1.518	1.057	898.569
496.000	560.938	80.019	19.994	100.298	19.837	-1.622	0.986	898.568
496.500	561.429	80.017	19.994	100.300	19.837	-1.566	0.955	898.550
497.000	561.965	80.020	19.996	100.300	19.837	-1.605	1.026	898.571
497.500	562.461	80.015	19.993	100.301	19.838	-1.635	1.032	898.546
498.000	562.945	80.019	19.994	100.297	19.838	-1.523	0.981	898.539
498.500	563.457	80.019	19.994	100.296	19.836	-1.368	0.996	898.571
499.000	563.971	80.019	19.993	100.291	19.836	-1.408	1.025	898.527
499.500	564.438	80.023	19.993	100.288	19.837	-1.586	0.981	898.551
500.000	564.960	80.020	19.994	100.281	19.836	-1.503	0.989	898.544
500.500	565.444	80.019	19.994	100.284	19.837	-1.549	1.006	898.538
501.000	565.951	80.018	19.994	100.282	19.838	-1.548	0.992	898.514
501.500	566.453	80.021	19.994	100.282	19.837	-1.393	1.009	898.546
502.000	566.930	80.019	19.993	100.281	19.837	-1.344	0.978	898.527
502.500	567.438	80.020	19.993	100.287	19.837	-1.293	0.985	898.522
503.000	567.951	80.021	19.995	100.286	19.836	-1.297	1.021	898.519
503.500	568.450	80.023	19.993	100.287	19.837	-1.370	1.013	898.525
504.000	568.924	80.017	19.994	100.290	19.837	-1.357	0.972	898.501
504.500	569.433	80.017	19.993	100.294	19.835	-1.268	0.982	898.528
505.000	569.930	80.017	19.994	100.297	19.837	-1.389	1.006	898.513
505.500	570.429	80.019	19.994	100.299	19.837	-1.346	0.997	898.494
506.000	570.914	80.017	19.993	100.300	19.836	-1.251	0.984	898.495
506.500	571.444	80.021	19.994	100.299	19.834	-1.058	1.015	898.498
507.000	571.935	80.018	19.994	100.297	19.837	-1.275	1.022	898.489
507.500	572.462	80.017	19.993	100.297	19.837	-1.335	1.017	898.540
508.000	572.930	80.022	19.993	100.298	19.835	-1.120	0.994	898.491
508.500	573.451	80.018	19.995	100.296	19.838	-1.342	0.989	898.511
509.000	573.943	80.018	19.994	100.295	19.839	-1.392	1.013	898.503
509.500	574.449	80.019	19.994	100.293	19.840	-1.401	0.998	898.510
510.000	574.949	80.020	19.993	100.288	19.836	-1.127	1.007	898.506
510.500	575.431	80.023	19.992	100.284	19.837	-1.194	0.983	898.484
511.000	575.935	80.015	19.995	100.286	19.838	-1.298	0.985	898.483
511.500	576.413	80.020	19.993	100.289	19.837	-1.297	0.982	898.489
512.000	576.908	80.018	19.993	100.293	19.838	-1.412	0.974	898.457
512.500	577.430	80.017	19.992	100.293	19.837	-1.335	1.017	898.489
513.000	577.906	80.020	19.993	100.291	19.838	-1.436	0.998	898.467
513.500	578.425	80.024	19.994	100.285	19.838	-1.432	0.994	898.487
514.000	578.894	80.019	19.994	100.280	19.839	-1.477	0.988	898.463
514.500	579.418	80.017	19.993	100.275	19.839	-1.538	0.993	898.479
515.000	579.907	80.018	19.994	100.277	19.840	-1.546	1.014	898.463
515.500	580.402	80.017	19.994	100.280	19.839	-1.493	0.985	898.488
516.000	580.927	80.019	19.992	100.282	19.837	-1.301	1.020	898.488
516.500	581.398	80.015	19.993	100.285	19.838	-1.248	0.996	898.458
517.000	581.923	80.019	19.994	100.285	19.838	-1.209	0.996	898.493
517.500	582.426	80.018	19.995	100.283	19.838	-1.169	1.028	898.450
518.000	582.912	80.019	19.993	100.279	19.838	-1.191	0.988	898.462
518.500	583.432	80.016	19.995	100.279	19.839	-1.292	1.005	898.451
519.000	583.906	80.019	19.994	100.277	19.840	-1.399	0.994	898.469
519.500	584.421	80.018	19.995	100.275	19.839	-1.319	0.989	898.463
520.000	584.928	80.019	19.993	100.275	19.840	-1.416	1.022	898.460
520.500	585.413	80.017	19.994	100.275	19.840	-1.432	0.992	898.435
521.000	585.922	80.019	19.994	100.272	19.839	-1.329	0.994	898.443
521.500	586.378	80.017	19.994	100.271	19.840	-1.408	0.965	898.458
522.000	586.901	80.017	19.993	100.268	19.839	-1.339	0.979	898.460
522.500	587.427	80.016	19.993	100.266	19.838	-1.207	1.048	898.428
523.000	587.932	80.019	19.993	100.268	19.839	-1.336	1.031	898.436
523.500	588.403	80.020	19.994	100.274	19.839	-1.362	0.976	898.397
524.000	588.902	80.017	19.994	100.276	19.838	-1.231	0.970	898.439
524.500	589.389	80.015	19.995	100.281	19.839	-1.351	0.986	898.441
525.000	589.907	80.019	19.993	100.279	19.839	-1.302	1.005	898.444
525.500	590.413	80.015	19.996	100.279	19.839	-1.326	1.025	898.448
526.000	590.911	80.016	19.994	100.279	19.841	-1.561	1.005	898.411
526.500	591.394	80.019	19.994	100.279	19.839	-1.370	0.980	898.407
527.000	591.924	80.017	19.993	100.278	19.840	-1.437	1.012	898.425
527.500	592.413	80.022	19.994	100.280	19.840	-1.414	1.019	898.406
528.000	592.883	80.020	19.994	100.276	19.840	-1.410	0.959	898.422
528.500	593.412	80.018	19.994	100.272	19.839	-1.335	0.999	898.431
529.000	593.916	80.018	19.995	100.268	19.840	-1.343	1.034	898.454
529.500	594.400	80.019	19.994	100.264	19.841	-1.433	0.989	898.419
530.000	594.891	80.019	19.995	100.264	19.839	-1.265	0.975	898.383
530.500	595.402	80.021	19.993	100.265	19.839	-1.295	1.002	898.422
531.000	595.932	80.015	19.995	100.264	19.838	-1.279	1.041	898.435
531.500	596.412	80.021	19.993	100.267	19.838	-1.299	1.009	898.444
532.000	596.898	80.019	19.994	100.269	19.838	-1.276	0.966	898.412
532.500	597.371	80.018	19.994	100.268	19.838	-1.255	0.960	898.428
533.000	597.890	80.020	19.993	100.268	19.836	-1.101	0.992	898.415
533.500	598.388	80.017	19.994	100.269	19.838	-1.279	1.016	898.427
534.000	598.895	80.021	19.994	100.268	19.837	-1.241	1.005	898.415
534.500	599.400	80.018	19.994	100.267	19.838	-1.275	1.013	898.425
535.000	599.915	80.015	19.994	100.270	19.839	-1.370	1.020	898.411
535.500	600.397	80.018	19.994	100.269	19.838	-1.282	0.996	898.438
536.000	600.895	80.022	19.992	100.268	19.839	-1.332	0.980	898.392
536.500	601.391	80.020	19.994	100.268	19.838	-1.216	0.994	898.405
537.000	601.916	80.019	19.993	100.267	19.839	-1.328	1.022	898.408
537.500	602.402	80.017	19.995	100.268	19.839	-1.363	1.011	898.412
538.000	602.905	80.022	19.993	100.268	19.838	-1.285	0.989	898.402
538.500	603.407	80.022	19.993	100.271	19.839	-1.339	1.005	898.423
539.000	603.893	80.021	19.994	100.270	19.840	-1.399	0.987	898.409
539.500	604.393	80.020	19.993	100.269	19.838	-1.258	0.986	898.384
540.000	604.897	80.018	19.994	100.265	19.841	-1.456	1.004	898.399
540.500	605.410	80.019	19.992	100.265	19.840	-1.387	1.017	898.411
541.000	605.912	80.021	19.991	100.262	19.840	-1.370	1.015	898.435
541.500	606.379	80.017	19.993	100.265	19.840	-1.399	0.969	898.413
542.000	606.877	80.018	19.995	100.266	19.840	-1.352	0.965	898.402
542.500	607.380	80.020	19.994	100.268	19.839	-1.280	1.002	898.421
543.000	607.900	80.019	19.993	100.267	19.839	-1.286	1.024	898.450
543.500	608.387	80.020	19.994	100.269	19.839	-1.329	1.007	898.417
544.000	608.870	80.021	19.993	100.268	19.839	-1.293	0.969	898.401
544.500	609.416	80.019	19.992	100.269	19.841	-1.524	1.029	898.402
545.000	609.899	80.020	19.994	100.269	19.840	-1.408	1.030	898.384
545.500	610.418	80.020	19.994	100.270	19.839	-1.336	1.002	898.398
546.000	610.929	80.018	19.992	100.270	19.841	-1.458	1.029	898.394
546.500	611.405	80.016	19.994	100.273	19.840	-1.401	0.988	898.400
547.000	611.908	80.018	19.994	100.271	19.840	-1.370	0.980	898.355
547.500	612.409	80.018	19.994	100.270	19.839	-1.318	1.004	898.374
548.000	612.917	80.018	19.993	100.269	19.839	-1.294	1.008	898.404
548.500	613.400	80.019	19.994	100.268	19.840	-1.405	0.989	898.376
549.000	613.898	80.017	19.993	100.265	19.841	-1.424	0.981	898.397
549.500	614.410	80.018	19.994	100.268	19.841	-1.517	1.011	898.457
550.000	614.920	80.020	19.993	100.268	19.841	-1.502	1.022	898.379
550.500	615.400	80.017	19.994	100.268	19.840	-1.421	0.990	898.425
551.000	615.912	80.015	19.994	100.267	19.842	-1.545	0.993	898.411
551.500	616.409	80.015	19.994	100.268	19.840	-1.391	1.010	898.409
552.000	616.908	80.020	19.995	100.266	19.840	-1.341	0.996	898.382
552.500	617.408	80.023	19.993	100.265	19.840	-1.299	0.999	898.425
553.000	617.916	80.018	19.994	100.265	19.841	-1.433	1.007	898.384
553.500	618.408	80.016	19.994	100.266	19.841	-1.494	0.998	898.397
554.000	618.913	80.020	19.994	100.264	19.840	-1.356	0.997	898.380
554.500	619.387	80.019	19.994	100.265	19.841	-1.468	0.980	898.398
555.000	619.926	80.018	19.994	100.266	19.841	-1.439	1.013	898.416
555.500	620.385	80.020	19.993	100.266	19.840	-1.469	0.998	898.414
556.000	620.912	80.018	19.994	100.266	19.839	-1.399	0.986	898.388
556.500	621.412	80.021	19.994	100.267	19.841	-1.556	1.028	898.410
557.000	621.914	80.021	19.994	100.266	19.842	-1.645	1.002	898.429
557.500	622.430	80.018	19.995	100.265	19.842	-1.785	1.017	898.414
558.000	622.890	80.019	19.994	100.266	19.843	-1.811	0.976	898.389
558.500	623.400	80.021	19.993	100.266	19.843	-1.827	0.970	898.406
559.000	623.923	80.017	19.995	100.264	19.842	-1.742	1.034	898.403
559.500	624.418	80.016	19.993	100.264	19.842	-1.709	1.018	898.392
560.000	624.904	80.018	19.993	100.265	19.843	-1.788	0.981	898.434
560.500	625.371	80.019	19.994	100.264	19.842	-1.617	0.954	898.413
561.000	625.908	80.022	19.995	100.265	19.842	-1.571	1.004	898.408
561.500	626.403	80.014	19.995	100.267	19.841	-1.493	1.031	898.422
562.000	626.922	80.017	19.996	100.269	19.841	-1.468	1.014	898.413
562.500	627.405	80.020	19.995	100.267	19.841	-1.461	1.003	898.399
563.000	627.900	80.015	19.995	100.266	19.838	-1.287	0.979	898.396
563.500	628.394	80.019	19.994	100.265	19.842	-1.600	0.989	898.424
