Time (s),Temperature (K),Mass (mg),Heat Flow Rate(W/g)
9198.9,1088,1.4225,-1.2111
9204.9,1088.5,1.4222,-1.2155
9210.7,1089,1.422,-1.216
9216.5,1089.5,1.4218,-1.217
9222.5,1090,1.4216,-1.2206
9228.5,1090.5,1.4215,-1.2219
9234.5,1091,1.4211,-1.2288
9240.5,1091.5,1.4209,-1.2314
9246.5,1092,1.4206,-1.2374
9252.2,1092.5,1.4202,-1.2393
9257.9,1093,1.42,-1.2331
9263.9,1093.5,1.42,-1.2275
9269.9,1094,1.4197,-1.2292
9275.7,1094.5,1.4197,-1.2336
9281.5,1095,1.4194,-1.2367
9287.5,1095.5,1.4191,-1.2368
9293.5,1096,1.4189,-1.2303
9299.5,1096.5,1.4187,-1.2313
9305.5,1097,1.4185,-1.235
9311.5,1097.5,1.4183,-1.2366
9317.5,1098,1.4179,-1.2354
9323.3,1098.5,1.4177,-1.2363
9329.1,1099,1.4175,-1.2373
9334.8,1099.5,1.4173,-1.236
9340.5,1100,1.4171,-1.2401
9346.3,1100.5,1.417,-1.2453
9352.1,1101,1.4166,-1.243
9358.1,1101.5,1.4164,-1.2448
9364.1,1102,1.4162,-1.2472
9370.1,1102.5,1.416,-1.2541
9376.1,1103,1.4156,-1.2546
9382.1,1103.5,1.4153,-1.2585
9387.9,1104,1.4152,-1.2603
9393.7,1104.5,1.415,-1.2564
9399.4,1105,1.4147,-1.2532
9405.1,1105.5,1.4144,-1.2562
9411.1,1106,1.4144,-1.2585
9416.9,1106.5,1.414,-1.2596
9422.7,1107,1.4139,-1.2715
9428.5,1107.5,1.4136,-1.2806
9434.3,1108,1.4134,-1.2897
9440.3,1108.5,1.4131,-1.2918
9446,1109,1.4127,-1.2958
9451.7,1109.5,1.4127,-1.2917
9457.7,1110,1.4123,-1.2843
9463.5,1110.5,1.4123,-1.2801
9469.3,1111,1.412,-1.2776
9475.3,1111.5,1.4118,-1.2785
9481.3,1112,1.4116,-1.2806
9487.3,1112.5,1.4113,-1.2857
9493.3,1113,1.4111,-1.2884
9499.1,1113.5,1.4109,-1.29
9504.9,1114,1.4107,-1.2905
9510.9,1114.5,1.4105,-1.2956
9516.6,1115,1.41,-1.2976
9522.3,1115.5,1.4099,-1.3005
9528.3,1116,1.4097,-1.3069
9534.3,1116.5,1.4094,-1.3117
9540.1,1117,1.4091,-1.3143
9545.9,1117.5,1.4091,-1.3138
9551.7,1118,1.4087,-1.3111
9557.5,1118.5,1.4086,-1.3198
9563.2,1119,1.4081,-1.3234
9568.9,1119.5,1.4078,-1.3161
9574.9,1120,1.4075,-1.3171
9580.9,1120.5,1.4073,-1.3235
9586.9,1121,1.4071,-1.3248
9592.7,1121.5,1.4068,-1.3188
9598.5,1122,1.4065,-1.3158
9604.5,1122.5,1.4062,-1.3213
9610.3,1123,1.4058,-1.3234
9616.1,1123.5,1.4056,-1.3215
9622.1,1124,1.4054,-1.3227
9628.1,1124.5,1.4048,-1.3103
9633.8,1125,1.4046,-1.3063
9639.3,1125.5,1.4045,-1.3085
9644.8,1126,1.4042,-1.3192
9650.6,1126.5,1.4037,-1.3219
9656.3,1127,1.4035,-1.321
9661.8,1127.5,1.4032,-1.3269
9667.6,1128,1.4031,-1.3288
9673.4,1128.5,1.4029,-1.3291
9678.9,1129,1.4027,-1.3196
9684.6,1129.5,1.4024,-1.3088
9690.6,1130,1.4021,-1.3105
9696.6,1130.5,1.4018,-1.317
9702.6,1131,1.4015,-1.3158
9708.4,1131.5,1.4012,-1.3126
9713.9,1132,1.401,-1.3091
9719.7,1132.5,1.4008,-1.3048
9725.4,1133,1.4005,-1.301
9730.9,1133.5,1.4001,-1.3034
9736.7,1134,1.3997,-1.3024
9742.7,1134.5,1.3995,-1.2976
9748.5,1135,1.3991,-1.2964
9754.3,1135.5,1.3989,-1.2995
9760,1136,1.3985,-1.2972
9765.7,1136.5,1.3982,-1.2923
9771.7,1137,1.398,-1.2908
9777.5,1137.5,1.3978,-1.2947
9783.3,1138,1.3975,-1.2971
9789.1,1138.5,1.3973,-1.3016
9794.9,1139,1.397,-1.3101
9800.9,1139.5,1.3967,-1.3084
9806.6,1140,1.3963,-1.3028
9812.3,1140.5,1.3961,-1.3034
9818.1,1141,1.3959,-1.3038
9823.9,1141.5,1.3956,-1.3059
9829.7,1142,1.3953,-1.3058
9835.5,1142.5,1.3951,-1.3031
9841.2,1143,1.3948,-1.3064
9846.9,1143.5,1.3944,-1.3074
9852.7,1144,1.3941,-1.3119
9858.5,1144.5,1.3939,-1.3109
9864.3,1145,1.3935,-1.3133
9870.1,1145.5,1.3932,-1.312
9876.1,1146,1.3928,-1.3087
9881.8,1146.5,1.3926,-1.3082
9887.3,1147,1.3924,-1.2979
9893.1,1147.5,1.392,-1.2939
9899.1,1148,1.3917,-1.2887
9904.9,1148.5,1.3915,-1.2623
9910.4,1149,1.3911,-1.1906
9915.9,1149.5,1.3907,-1.1823
9921.4,1150,1.3906,-1.1993
9926.9,1150.5,1.3902,-1.2131
9932.4,1151,1.39,-1.2259
9937.9,1151.5,1.3898,-1.2374
9943.4,1152,1.3896,-1.2455
9949.1,1152.5,1.3892,-1.2558
9954.9,1153,1.3887,-1.2642
9960.4,1153.5,1.3884,-1.2713
9966.2,1154,1.388,-1.2831
9971.9,1154.5,1.3877,-1.2909
9977.4,1155,1.3874,-1.2925
9983.2,1155.5,1.3872,-1.2994
9989,1156,1.3869,-1.3078
9994.5,1156.5,1.3865,-1.3066
10000,1157,1.3862,-1.3058
10005.8,1157.5,1.3859,-1.3064
10011.8,1158,1.3854,-1.3046
10017.8,1158.5,1.385,-1.3122
10023.8,1159,1.3845,-1.3137
10029.8,1159.5,1.3842,-1.3098
10035.6,1160,1.3839,-1.3078
10041.1,1160.5,1.3837,-1.3069
10046.8,1161,1.3834,-1.3052
10052.8,1161.5,1.3831,-1.3009
10058.6,1162,1.3827,-1.3007
10064.1,1162.5,1.3824,-1.3004
10069.6,1163,1.382,-1.3002
10075.3,1163.5,1.3817,-1.3027
10081.1,1164,1.3816,-1.3098
10086.6,1164.5,1.3813,-1.316
10092.4,1165,1.3811,-1.3075
10098.1,1165.5,1.3807,-1.2967
10103.4,1166,1.3804,-1.2899
10108.9,1166.5,1.3801,-1.2928
10114.6,1167,1.3798,-1.2998
10120.1,1167.5,1.3794,-1.2987
10125.9,1168,1.3791,-1.301
10131.7,1168.5,1.3785,-1.2998
10137.2,1169,1.3782,-1.3019
10142.7,1169.5,1.3778,-1.3083
10148.2,1170,1.3774,-1.3168
10154,1170.5,1.377,-1.3129
10159.7,1171,1.3767,-1.3101
10165.2,1171.5,1.3763,-1.3188
10170.7,1172,1.3758,-1.3202
10176.5,1172.5,1.3756,-1.3231
#N/A,1173,1.3752,-1.3236
