Time (s),Temperature (K),Mass (mg),Heat Flow Rate(W/g)
2467.8,1117,1.2243,0.7014
2469.3,1117.5,1.224,0.7034
2470.8,1118,1.2237,0.7054
2472.3,1118.5,1.2233,0.7064
2473.8,1119,1.223,0.7055
2475.3,1119.5,1.2228,0.7049
2476.8,1120,1.2224,0.7042
2478.3,1120.5,1.222,0.7043
2479.8,1121,1.2217,0.7045
2481.3,1121.5,1.2214,0.7053
2482.8,1122,1.2211,0.7065
2484.3,1122.5,1.2208,0.708
2485.8,1123,1.2203,0.7099
2487.3,1123.5,1.2199,0.7118
2488.8,1124,1.2196,0.7132
2490.3,1124.5,1.2193,0.7159
2491.8,1125,1.2194,0.7188
2493.3,1125.5,1.2191,0.7212
2494.8,1126,1.2188,0.7233
2496.3,1126.5,1.2185,0.7242
2497.8,1127,1.2182,0.724
2499.3,1127.5,1.218,0.7255
2500.8,1128,1.2177,0.7276
2502.3,1128.5,1.2173,0.7315
2503.8,1129,1.2168,0.736
2505.3,1129.5,1.2164,0.7378
2506.8,1130,1.2161,0.7379
2508.3,1130.5,1.2158,0.7367
2509.8,1131,1.2155,0.7368
2511.3,1131.5,1.2153,0.7383
2512.8,1132,1.2149,0.7418
2514.3,1132.5,1.2145,0.7462
2515.8,1133,1.2141,0.7504
2517.3,1133.5,1.2138,0.7543
2518.8,1134,1.2136,0.7569
2520.3,1134.5,1.2133,0.7588
2521.8,1135,1.2131,0.7603
2523.3,1135.5,1.2128,0.7627
2524.8,1136,1.2124,0.7648
2526.3,1136.5,1.212,0.7666
2527.8,1137,1.2116,0.767
2529.3,1137.5,1.2112,0.7673
2530.8,1138,1.2108,0.7695
2532.3,1138.5,1.2105,0.7737
2533.8,1139,1.2102,0.7788
2535.3,1139.5,1.21,0.7816
2536.8,1140,1.2097,0.7843
2538.3,1140.5,1.2094,0.7845
2539.8,1141,1.2091,0.7842
2541.3,1141.5,1.2087,0.7841
2542.8,1142,1.2084,0.7837
2544.3,1142.5,1.2081,0.7832
2545.8,1143,1.2078,0.7825
2547.3,1143.5,1.2075,0.7833
2548.8,1144,1.207,0.7847
2550.3,1144.5,1.2067,0.7859
2551.8,1145,1.2064,0.7881
2553.3,1145.5,1.2062,0.7899
2554.8,1146,1.2058,0.7934
2556.3,1146.5,1.2054,0.7967
2557.8,1147,1.205,0.7982
2559.3,1147.5,1.2047,0.799
2560.8,1148,1.2043,0.7975
2562.3,1148.5,1.2039,0.7968
2563.8,1149,1.2037,0.7964
2565.3,1149.5,1.2032,0.7967
2566.8,1150,1.2029,0.7989
2568.3,1150.5,1.2026,0.8035
2569.8,1151,1.2022,0.8097
2571.3,1151.5,1.2019,0.815
2572.8,1152,1.2015,0.8219
2574.3,1152.5,1.2011,0.8284
2575.8,1153,1.2007,0.8363
2577.3,1153.5,1.2003,0.8409
2578.8,1154,1.2,0.842
2580.3,1154.5,1.1995,0.8418
2581.8,1155,1.1992,0.8421
2583.3,1155.5,1.1989,0.8432
2584.8,1156,1.1985,0.8443
2586.3,1156.5,1.1983,0.8465
2587.8,1157,1.1979,0.8472
2589.3,1157.5,1.1975,0.8491
2590.8,1158,1.1971,0.8507
2592.3,1158.5,1.1969,0.8519
2593.8,1159,1.1965,0.8541
2595.3,1159.5,1.1962,0.8557
2596.8,1160,1.1958,0.8558
2598.3,1160.5,1.1954,0.8558
2599.8,1161,1.1951,0.8563
2601.3,1161.5,1.1948,0.8576
2602.8,1162,1.1944,0.861
2604.3,1162.5,1.1941,0.8639
2605.8,1163,1.1937,0.8672
2607.3,1163.5,1.1934,0.8687
2608.8,1164,1.193,0.8702
2610.3,1164.5,1.1927,0.8711
2611.8,1165,1.1923,0.871
2613.3,1165.5,1.1919,0.8724
2614.8,1166,1.1917,0.8741
2616.3,1166.5,1.1913,0.8772
2617.8,1167,1.1909,0.8804
2619.3,1167.5,1.1906,0.8819
2620.8,1168,1.1902,0.882
2622.3,1168.5,1.19,0.8818
2623.8,1169,1.1897,0.8812
2625.3,1169.5,1.1894,0.8806
2626.8,1170,1.189,0.8816
2628.3,1170.5,1.1885,0.8838
2629.8,1171,1.1882,0.8869
2631.3,1171.5,1.1878,0.892
2632.8,1172,1.1874,0.8957
2634.3,1172.5,1.187,0.8993
#N/A,1173,1.1866,0.9016
