Time(s),Temperature (K),Mass (mg)
2754.6498,457.344,4.692100064
2754.9498,457.398,4.692100064
2755.2498,457.448,4.692000008
2755.5498,457.508,4.691899952
2755.8498,457.553,4.691799896
2756.1498,457.59,4.691699839
2756.4498,457.648,4.691599783
2756.7498,457.699,4.691500235
2757.0498,457.76,4.691400178
2757.3498,457.803,4.691400178
2757.6498,457.857,4.691300122
2757.9498,457.905,4.691200066
2758.2498,457.95701,4.691100009
2758.5498,458.016,4.691100009
2758.8498,458.05401,4.690999953
2759.1498,458.117,4.690899897
2759.4498,458.163,4.69079984
2759.7498,458.227,4.69079984
2760.0498,458.28,4.690699784
2760.3498,458.324,4.690600236
2760.6498,458.37501,4.690500179
2760.9498,458.42299,4.690500179
2761.2498,458.47899,4.690400123
2761.5498,458.533,4.690300067
2761.8498,458.588,4.690300067
2762.1498,458.626,4.690200011
2762.4498,458.68799,4.690200011
2762.7498,458.71799,4.690099954
2763.0498,458.783,4.690099954
2763.3498,458.82999,4.689999898
2763.6498,458.88399,4.689899842
2763.9498,458.94201,4.689899842
2764.2498,458.98701,4.689799785
2764.5498,459.051,4.689799785
2764.8498,459.09099,4.689700237
2765.1498,459.15,4.689600181
2765.4498,459.189,4.689600181
2765.7498,459.241,4.689500124
2766.0498,459.29101,4.689400068
2766.3498,459.346,4.689300012
2766.6498,459.398,4.689199955
2766.9498,459.458,4.689199955
2767.2498,459.497,4.689099899
2767.5498,459.558,4.688999843
2767.8498,459.618,4.688899787
2768.1498,459.667,4.688800238
2768.4498,459.70901,4.688700182
2768.7498,459.767,4.688700182
2769.0498,459.809,4.688600126
2769.3498,459.867,4.688500069
2769.6498,459.90999,4.688400013
2769.9498,459.96799,4.688299957
2770.2498,460.01301,4.6881999
2770.5498,460.059,4.688099844
2770.8498,460.10799,4.687999788
2771.1498,460.17499,4.687900239
2771.4498,460.226,4.687800183
2771.7498,460.273,4.687700127
2772.0498,460.318,4.68760007
2772.3498,460.379,4.687500014
2772.6498,460.426,4.687399958
2772.9498,460.477,4.687299902
2773.2498,460.525,4.687199845
2773.5498,460.574,4.687099789
2773.8498,460.62,4.687000241
2774.1498,460.67699,4.686900184
2774.4498,460.741,4.686800128
2774.7498,460.78,4.686600015
2775.0498,460.824,4.686499959
2775.3498,460.87501,4.686499959
2775.6498,460.936,4.686399903
2775.9498,460.995,4.686299846
2776.2498,461.04799,4.68619979
2776.5498,461.09299,4.686100242
2776.8498,461.142,4.686000185
2777.1498,461.197,4.685900129
2777.4498,461.242,4.685800073
2777.7498,461.296,4.685700017
2778.0498,461.363,4.68559996
2778.3498,461.396,4.685399848
2778.6498,461.447,4.685200243
2778.9498,461.501,4.68500013
2779.2498,461.551,4.684800018
2779.5498,461.60399,4.684599905
2779.8498,461.66199,4.684399793
2780.1498,461.702,4.684200188
2780.4498,461.74801,4.683900019
2780.7498,461.79799,4.683699906
2781.0498,461.85599,4.683499794
2781.3498,461.905,4.683300189
2781.6498,461.952,4.683200133
2781.9498,462.00699,4.683100076
2782.2498,462.055,4.682899964
2782.5498,462.116,4.682799908
2782.8498,462.152,4.682699851
2783.1498,462.199,4.682500247
2783.4498,462.25201,4.68240019
2783.7498,462.314,4.682200078
2784.0498,462.35599,4.682100021
2784.3498,462.419,4.681899909
2784.6498,462.462,4.681799852
2784.9498,462.51,4.681600248
2785.2498,462.56299,4.681500191
2785.5498,462.61201,4.681300079
2785.8498,462.667,4.681200023
2786.1498,462.713,4.681099966
2786.4498,462.768,4.68099991
2786.7498,462.81901,4.680899854
2787.0498,462.87,4.680799797
2787.3498,462.917,4.680799797
2787.6498,462.975,4.680700249
2787.9498,463.017,4.680600193
2788.2498,463.083,4.680600193
2788.5498,463.12301,4.680500136
2788.8498,463.17901,4.68040008
2789.1498,463.223,4.680300024
2789.4498,463.28499,4.680199967
2789.7498,463.32999,4.680099911
2790.0498,463.381,4.679999855
2790.3498,463.434,4.679899799
2790.6498,463.48701,4.679899799
2790.9498,463.54,4.67980025
2791.2498,463.589,4.679600138
2791.5498,463.62501,4.679500081
2791.8498,463.695,4.679400025
2792.1498,463.742,4.679299969
2792.4498,463.782,4.679199912
2792.7498,463.848,4.679099856
2793.0498,463.894,4.6789998
2793.3498,463.948,4.678900251
2793.6498,464.004,4.678800195
2793.9498,464.051,4.678600082
2794.2498,464.09299,4.678500026
2794.5498,464.142,4.67839997
2794.8498,464.18799,4.678299914
2795.1498,464.242,4.678199857
2795.4498,464.29301,4.678099801
2795.7498,464.344,4.677900196
2796.0498,464.39899,4.677700084
2796.3498,464.447,4.677499971
2796.6498,464.486,4.677399915
2796.9498,464.549,4.677199802
2797.2498,464.59299,4.677099746
2797.5498,464.655,4.677000197
2797.8498,464.712,4.676800085
2798.1498,464.755,4.676700029
2798.4498,464.801,4.676499916
2798.7498,464.85799,4.67639986
2799.0498,464.91199,4.676299803
2799.3498,464.958,4.676100199
2799.6498,465.02,4.676000142
2799.9498,465.062,4.67580003
2800.2498,465.114,4.675599917
2800.5498,465.16401,4.675499861
2800.8498,465.215,4.675399805
2801.1498,465.26,4.675299748
2801.4498,465.31,4.6752002
2801.7498,465.361,4.675000087
2802.0498,465.413,4.674900031
2802.3498,465.45499,4.674799975
2802.6498,465.518,4.674699918
2802.9498,465.56701,4.674599862
2803.2498,465.61899,4.674399749
2803.5498,465.671,4.674300201
2803.8498,465.72401,4.674100088
2804.1498,465.773,4.674000032
2804.4498,465.82599,4.673899976
2804.7498,465.878,4.673699863
2805.0498,465.915,4.673599807
2805.3498,465.975,4.673400202
2805.6498,466.034,4.673400202
2805.9498,466.066,4.673300146
2806.2498,466.12501,4.67320009
2806.5498,466.186,4.673100033
2806.8498,466.236,4.672999977
2807.1498,466.28499,4.672799864
2807.4498,466.32999,4.672699808
2807.7498,466.38801,4.672599752
2808.0498,466.432,4.672500203
2808.3498,466.495,4.672400147
2808.6498,466.536,4.672200035
2808.9498,466.588,4.672200035
2809.2498,466.63599,4.672099978
2809.5498,466.691,4.671999922
2809.8498,466.74599,4.671899866
2810.1498,466.80199,4.671799809
2810.4498,466.85399,4.671699753
2810.7498,466.893,4.671600205
2811.0498,466.947,4.671500148
2811.3498,466.993,4.671400092
2811.6498,467.051,4.671099923
2811.9498,467.098,4.670899811
2812.2498,467.154,4.670700206
2812.5498,467.184,4.670400037
2812.8498,467.251,4.670199924
2813.1498,467.296,4.669999812
2813.4498,467.34701,4.669800207
2813.7498,467.406,4.669600094
2814.0498,467.45701,4.669199869
2814.3498,467.506,4.668999757
2814.6498,467.547,4.668900208
2814.9498,467.603,4.668800152
2815.2498,467.64899,4.668700096
2815.5498,467.71,4.668600039
2815.8498,467.755,4.668499983
2816.1498,467.803,4.668399927
2816.4498,467.85799,4.66829987
2816.7498,467.906,4.668099758
2817.0498,467.95299,4.668000209
2817.3498,468.006,4.667900153
2817.6498,468.05601,4.667800097
2817.9498,468.113,4.667599984
2818.2498,468.165,4.667499928
2818.5498,468.211,4.667399872
2818.8498,468.273,4.667199759
2819.1498,468.323,4.667100211
2819.4498,468.36899,4.667000154
2819.7498,468.41199,4.666800042
2820.0498,468.45499,4.666699985
2820.3498,468.505,4.666599929
2820.6498,468.562,4.666599929
2820.9498,468.614,4.666499873
2821.2498,468.65999,4.66629976
2821.5498,468.727,4.666200212
2821.8498,468.77601,4.666100156
2822.1498,468.824,4.666000099
2822.4498,468.878,4.666000099
2822.7498,468.924,4.665900043
2823.0498,468.976,4.665799987
2823.3498,469.02601,4.66569993
2823.6498,469.07999,4.665599874
2823.9498,469.12701,4.665499818
2824.2498,469.184,4.665300213
2824.5498,469.225,4.665200157
2824.8498,469.27,4.6651001
2825.1498,469.31901,4.665000044
2825.4498,469.374,4.664899988
2825.7498,469.417,4.664799932
2826.0498,469.464,4.664699875
2826.3498,469.521,4.664499763
2826.6498,469.57799,4.664400214
2826.9498,469.637,4.664200102
2827.2498,469.68999,4.664100045
2827.5498,469.736,4.663999989
2827.8498,469.788,4.663899933
2828.1498,469.837,4.66369982
2828.4498,469.88801,4.663400159
2828.7498,469.93799,4.66309999
2829.0498,469.99599,4.662999934
2829.3498,470.038,4.662799821
2829.6498,470.096,4.662699765
2829.9498,470.137,4.66250016
2830.2498,470.199,4.662400104
2830.5498,470.226,4.662199991
2830.8498,470.288,4.662099935
2831.1498,470.344,4.661899823
2831.4498,470.40301,4.661799766
2831.7498,470.454,4.661600162
2832.0498,470.503,4.661500105
2832.3498,470.544,4.661400049
2832.6498,470.59501,4.661199936
2832.9498,470.652,4.66109988
2833.2498,470.695,4.660899767
2833.5498,470.75001,4.660700163
2833.8498,470.79101,4.660600106
2834.1498,470.844,4.660399994
2834.4498,470.898,4.660299938
2834.7498,470.95099,4.660099825
2835.0498,471.003,4.659999769
2835.3498,471.045,4.65990022
2835.6498,471.089,4.659700108
2835.9498,471.14699,4.659600051
2836.2498,471.20701,4.659399939
2836.5498,471.249,4.659299882
2836.8498,471.29301,4.659199826
2837.1498,471.355,4.65909977
2837.4498,471.405,4.658900165
2837.7498,471.456,4.658800109
2838.0498,471.493,4.658599996
2838.3498,471.55199,4.65849994
2838.6498,471.601,4.658399884
2838.9498,471.646,4.658199771
2839.2498,471.704,4.658100223
2839.5498,471.76,4.65790011
2839.8498,471.80601,4.657800054
2840.1498,471.86201,4.657599941
2840.4498,471.915,4.657499885
2840.7498,471.956,4.657299772
2841.0498,471.995,4.657200224
2841.3498,472.064,4.657000111
2841.6498,472.103,4.656799999
2841.9498,472.159,4.656699942
2842.2498,472.20701,4.65649983
2842.5498,472.26301,4.656200169
2842.8498,472.32,4.656100112
2843.1498,472.35599,4.6559
2843.4498,472.402,4.655699887
2843.7498,472.45901,4.65530017
2844.0498,472.50899,4.655100057
2844.3498,472.558,4.654899945
2844.6498,472.61001,4.654599776
2844.9498,472.65999,4.654400171
2845.2498,472.71,4.654100002
2845.5498,472.75699,4.653799833
2845.8498,472.809,4.653600229
2846.1498,472.86899,4.653500172
2846.4498,472.915,4.653400116
2846.7498,472.967,4.65330006
2847.0498,473.012,4.653200003
2847.3498,473.07101,4.653099947
2847.6498,473.12501,4.653099947
2847.9498,473.171,4.652999891
2848.2498,473.211,4.652899835
2848.5498,473.27,4.652799778
2848.8498,473.31701,4.65270023
2849.1498,473.36899,4.652600174
2849.4498,473.424,4.652500117
2849.7498,473.476,4.652300005
2850.0498,473.519,4.652199948
2850.3498,473.564,4.652099892
2850.6498,473.62099,4.651999836
2850.9498,473.665,4.651800231
2851.2498,473.725,4.651700175
2851.5498,473.768,4.651600118
2851.8498,473.824,4.651500062
2852.1498,473.883,4.65129995
2852.4498,473.92901,4.651199893
2852.7498,473.978,4.650999781
2853.0498,474.019,4.650900232
2853.3498,474.06499,4.65070012
2853.6498,474.139,4.650600063
2853.9498,474.18,4.650399951
2854.2498,474.223,4.650299894
2854.5498,474.266,4.650099782
2854.8498,474.333,4.650000233
2855.1498,474.376,4.649900177
2855.4498,474.42699,4.649700065
2855.7498,474.48299,4.649600008
2856.0498,474.534,4.649399896
2856.3498,474.57599,4.649299839
2856.6498,474.63199,4.649100235
2856.9498,474.68799,4.648800066
2857.2498,474.725,4.648700009
2857.5498,474.783,4.648499897
2857.8498,474.837,4.648299784
2858.1498,474.87301,4.647900067
2858.4498,474.933,4.647599898
2858.7498,474.98299,4.647399785
2859.0498,475.025,4.647200181
2859.3498,475.073,4.647000068
2859.6498,475.141,4.646799956
2859.9498,475.182,4.646699899
2860.2498,475.23299,4.646599843
2860.5498,475.282,4.646400238
2860.8498,475.323,4.646300182
2861.1498,475.385,4.646100069
2861.4498,475.437,4.646000013
2861.7498,475.473,4.6457999
2862.0498,475.51301,4.645699844
2862.3498,475.58201,4.645500239
2862.6498,475.62301,4.645500239
2862.9498,475.687,4.645400183
2863.2498,475.736,4.645300127
2863.5498,475.779,4.645200071
2863.8498,475.836,4.644999958
2864.1498,475.88199,4.644799845
2864.4498,475.941,4.644699789
2864.7498,475.98701,4.644600241
2865.0498,476.03,4.644400128
2865.3498,476.085,4.644300072
2865.6498,476.128,4.644200015
2865.9498,476.184,4.643999903
2866.2498,476.23701,4.643899847
2866.5498,476.28499,4.643700242
2866.8498,476.333,4.643300017
2867.1498,476.387,4.642999848
2867.4498,476.435,4.642700187
2867.7498,476.48501,4.642400018
2868.0498,476.538,4.642099849
2868.3498,476.586,4.641800188
2868.6498,476.629,4.641500019
2868.9498,476.684,4.641299906
2869.2498,476.72899,4.64119985
2869.5498,476.78699,4.641099794
2869.8498,476.83201,4.641000245
2870.1498,476.887,4.640900189
2870.4498,476.92699,4.640800133
2870.7498,476.986,4.640700077
2871.0498,477.033,4.640700077
2871.3498,477.088,4.64060002
2871.6498,477.13801,4.640499964
2871.9498,477.183,4.640399908
2872.2498,477.234,4.640299851
2872.5498,477.286,4.640199795
2872.8498,477.339,4.640100247
2873.1498,477.372,4.64000019
2873.4498,477.433,4.639800078
2873.7498,477.48501,4.639700021
2874.0498,477.52601,4.639599965
2874.3498,477.583,4.639499909
2874.6498,477.626,4.639100192
2874.9498,477.68,4.638900079
2875.2498,477.726,4.638699966
2875.5498,477.78699,4.638499854
2875.8498,477.827,4.638399797
2876.1498,477.878,4.638200193
2876.4498,477.93,4.63800008
2876.7498,477.977,4.637699911
2877.0498,478.036,4.637499799
2877.3498,478.07799,4.637300194
2877.6498,478.137,4.637100081
2877.9498,478.185,4.637000025
2878.2498,478.23501,4.636799912
2878.5498,478.279,4.6365998
2878.8498,478.34501,4.636500251
2879.1498,478.398,4.636300139
2879.4498,478.443,4.636200083
2879.7498,478.497,4.636100026
2880.0498,478.53499,4.635899914
2880.3498,478.57599,4.635799857
2880.6498,478.635,4.635600253
2880.9498,478.689,4.635500196
2881.2498,478.732,4.63540014
2881.5498,478.784,4.635300084
2881.8498,478.829,4.635099971
2882.1498,478.88801,4.634999915
2882.4498,478.93101,4.634899859
2882.7498,478.98299,4.634799802
2883.0498,479.02801,4.634600198
2883.3498,479.079,4.634500141
2883.6498,479.13801,4.634300029
2883.9498,479.18,4.634099916
2884.2498,479.23099,4.63399986
2884.5498,479.27601,4.633799747
2884.8498,479.333,4.633700199
2885.1498,479.381,4.633500086
2885.4498,479.433,4.63340003
2885.7498,479.477,4.633299974
2886.0498,479.529,4.633199917
2886.3498,479.58401,4.633099861
2886.6498,479.637,4.632999805
2886.9498,479.684,4.632899748
2887.2498,479.745,4.632700144
2887.5498,479.783,4.632600087
2887.8498,479.82599,4.632399975
2888.1498,479.87099,4.632299918
2888.4498,479.93,4.632099806
2888.7498,479.97899,4.63199975
2889.0498,480.023,4.631800145
2889.3498,480.07999,4.631700089
2889.6498,480.137,4.631499976
2889.9498,480.18799,4.63139992
2890.2498,480.227,4.631199807
2890.5498,480.275,4.631099751
2890.8498,480.324,4.630900146
2891.1498,480.381,4.63080009
2891.4498,480.42299,4.630599977
2891.7498,480.475,4.630399865
2892.0498,480.527,4.630299808
2892.3498,480.581,4.630100204
2892.6498,480.62301,4.629900091
2892.9498,480.68,4.629800035
2893.2498,480.73701,4.629599922
2893.5498,480.783,4.629499866
2893.8498,480.825,4.629299753
2894.1498,480.88,4.629200205
2894.4498,480.924,4.629000092
2894.7498,480.982,4.628900036
2895.0498,481.034,4.628699923
2895.3498,481.075,4.628499811
2895.6498,481.126,4.628100093
2895.9498,481.17499,4.627899981
2896.2498,481.23501,4.627599812
2896.5498,481.273,4.627300151
2896.8498,481.32799,4.626999982
2897.1498,481.381,4.626799869
2897.4498,481.43999,4.626500208
2897.7498,481.482,4.626300096
2898.0498,481.52399,4.626200039
2898.3498,481.56499,4.626099983
2898.6498,481.63,4.625999927
2898.9498,481.684,4.625799814
2899.2498,481.73299,4.625699758
2899.5498,481.781,4.625500153
2899.8498,481.823,4.625400097
2900.1498,481.883,4.625199984
2900.4498,481.934,4.624999872
2900.7498,481.98,4.624899815
2901.0498,482.02399,4.624700211
2901.3498,482.07101,4.624500098
2901.6498,482.12701,4.624400042
2901.9498,482.184,4.624199929
2902.2498,482.23501,4.623999817
2902.5498,482.281,4.62389976
2902.8498,482.33201,4.623800212
2903.1498,482.379,4.623700156
2903.4498,482.428,4.623500043
2903.7498,482.475,4.623399987
2904.0498,482.52801,4.623199874
2904.3498,482.57799,4.623099818
2904.6498,482.62701,4.622999762
2904.9498,482.682,4.622700101
2905.2498,482.728,4.622399932
2905.5498,482.781,4.622299875
2905.8498,482.825,4.622099763
2906.1498,482.876,4.622000214
2906.4498,482.933,4.621800102
2906.7498,482.98099,4.621599989
2907.0498,483.033,4.621399877
2907.3498,483.079,4.621199764
2907.6498,483.126,4.621000159
2907.9498,483.18101,4.620900103
2908.2498,483.228,4.62069999
2908.5498,483.27801,4.620499878
2908.8498,483.32999,4.620399821
2909.1498,483.385,4.620200217
2909.4498,483.432,4.62010016
2909.7498,483.47899,4.619900048
2910.0498,483.527,4.619799992
2910.3498,483.583,4.619599879
2910.6498,483.629,4.619499823
2910.9498,483.68101,4.619399766
2911.2498,483.723,4.619300218
2911.5498,483.77801,4.619100105
2911.8498,483.82799,4.619000049
2912.1498,483.88199,4.618899993
2912.4498,483.93101,4.61869988
2912.7498,483.98299,4.618599824
2913.0498,484.042,4.618400219
2913.3498,484.07999,4.618300163
2913.6498,484.13,4.61810005
2913.9498,484.18799,4.617999994
2914.2498,484.23299,4.617799881
2914.5498,484.279,4.617699825
2914.8498,484.32799,4.61750022
2915.1498,484.376,4.617300108
2915.4498,484.434,4.617099995
2915.7498,484.47899,4.616999939
2916.0498,484.533,4.616799826
2916.3498,484.577,4.616600222
2916.6498,484.637,4.616500165
2916.9498,484.68101,4.616400109
2917.2498,484.73099,4.616300053
2917.5498,484.771,4.61609994
2917.8498,484.82101,4.615899827
2918.1498,484.87301,4.615799771
2918.4498,484.937,4.615600166
2918.7498,484.978,4.61550011
2919.0498,485.018,4.615400054
2919.3498,485.075,4.615199941
2919.6498,485.126,4.615099885
2919.9498,485.184,4.614899772
2920.2498,485.24,4.614800224
2920.5498,485.275,4.614600111
2920.8498,485.32999,4.614500055
2921.1498,485.37701,4.614299942
2921.4498,485.428,4.614199886
2921.7498,485.478,4.613999774
2922.0498,485.52399,4.613900225
2922.3498,485.57999,4.6135
2922.6498,485.629,4.613099775
2922.9498,485.672,4.612700057
2923.2498,485.71799,4.612399889
2923.5498,485.77601,4.612100228
2923.8498,485.829,4.611700002
2924.1498,485.879,4.61149989
2924.4498,485.91801,4.611299777
2924.7498,485.97899,4.611200229
2925.0498,486.03,4.611000116
2925.3498,486.079,4.61090006
2925.6498,486.122,4.61090006
2925.9498,486.176,4.610800004
2926.2498,486.228,4.610699947
